0;0;0;0;0;0;0;0;0;o;o;o;o;0;0;0;0;0;0;0;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;0;i;i;i;i;i;i;0;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o
0;0;0;0;0;0;o;o;o;o;o;o;o;o;o;0;0;0;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;i;i;i;i;i;i;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;0;0;0;o;o;o;o;o;o;o;o;o;o
0;0;0;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;i;i;i;i;i;i;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o
0;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;i;i;i;i;i;i;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o
0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;i;i;i;i;i;i;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;0;0;o;o;o;o;o;o;o;o;o;o;o
0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;i;i;i;i;i;i;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;0;0;0;o;o;o;o;o;o;o;o;o;o;o
0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;i;i;i;i;i;i;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;0;0;0;0;o;o;o;o;o;o;o;o;o;o
o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;i;i;i;i;i;i;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;0;0;o;o;o;o;o;o;o;o;o;o;o
o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;o;o;o;o;o;o;o;o;o;o;o;0;0;0;i;i;i;i;i;i;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;0;o;0;o;o;o;o;o;o;o;o;o
o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;o;o;o;o;o;o;o;o;o;o;o;0;0;0;i;i;i;i;i;i;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o
o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;o;o;o;o;o;o;o;o;o;o;0;0;0;i;i;i;i;i;i;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;o;o;o;o;o;o;o;o
o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;o;o;o;o;o;o;o;o;o;0;0;0;i;i;i;i;i;i;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;0;0;0;o;o;o;0;o;o;o
o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;o;o;o;o;o;o;o;o;o;o;0;0;0;i;i;i;i;i;i;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;o;0;0;o;0;o;o;o;o
o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;o;o;o;o;o;o;o;o;o;o;o;0;0;0;i;i;i;i;i;i;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;o;o;o;o
o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;o;o;o;o;o;o;o;o;o;o;o;0;0;0;i;i;i;i;i;i;0;0;0;o;o;o;o;o;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;o;o;o;o
o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;o;o;o;o;o;o;o;o;o;o;0;0;0;i;i;i;i;i;i;0;0;0;o;o;o;0;0;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;0;0;o;o;o
o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;o;o;o;o;o;o;o;o;o;o;0;0;0;i;i;i;i;i;i;0;0;0;o;0;0;0;0;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;0;0;0;o;o
o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;o;o;o;o;o;o;o;o;o;o;o;0;0;0;i;i;i;i;i;i;0;0;0;o;0;0;0;0;0;0;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;0;0;o;o;o
o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;o;o;o;o;o;o;o;o;o;o;o;0;0;0;i;i;i;i;i;i;0;0;0;o;o;0;0;0;0;0;0;0;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o
o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;0;0;o;o;o;o;o;o;o;o;o;o;o;0;0;0;i;i;i;i;i;i;0;0;0;o;o;o;o;0;o;o;0;0;0;0;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o;o
