h;h;h;A;A;B;B;0;0;0;0;d;d;d;d;d;d;d;0;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;h;h;h;h;B;0;h;h;h;0;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B
h;h;h;A;A;A;B;0;0;0;0;h;h;d;d;d;d;d;0;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;h;h;0;0;0;0;0;0;0;0;0;B;B;B;B;B;B;B;B;B;B;B;B;B;B
h;h;h;h;A;A;h;0;0;0;0;A;h;h;h;d;d;d;0;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;h;0;0;0;0;0;0;0;0;0;0;0;0;0;B;h;h;B;B;B;B;B;B;B
h;h;h;h;h;h;h;0;0;0;0;A;A;A;A;d;d;d;0;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;B;B;B;B;B;B;B
B;h;h;h;h;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;h;B;B;B;B;B;B;B
B;h;h;h;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B;B;B;B;B;B;B;B;B;B;B;B;B;h;h;h;h;0;0;0;0;B;B;B;0;0;h;h;A;B;B;B;B;B;B;B
B;h;h;A;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;h;B;B;B;B;B;B;B;B;B;B;B;h;h;h;h;h;0;B;B;B;B;B;B;0;A;A;B;B;B;B;B;B;B;B
B;B;h;A;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;h;h;B;B;B;B;B;B;B;B;B;B;B;B;h;h;h;0;B;B;B;B;B;B;0;0;0;0;0;0;0;B;B;B;B
B;B;B;A;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;h;h;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;B;B
B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B;B;0;0;h;h;h;h;B;B;0;B;B;B
B;B;B;B;B;B;B;B;B;B;B;A;A;A;A;A;A;0;0;0;0;0;0;0;0;0;A;A;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;h;h;h;0;h;h;A;A;B;B;B;B;B;B
B;B;B;B;B;B;B;B;B;B;B;A;A;A;A;A;A;0;0;0;0;0;0;0;0;0;B;A;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;h;0;A;A;0;0;B;B;B;B;B;B
B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;A;0;A;0;0;0;0;0;B;B;B;B
B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;A;0;0;0;0;0;0;0;0;B;B;B
B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;A;0;0;0;0;0;0;0;0;B;B;B
B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;A;0;0;0;0;0;0;0;0;B;B;B
B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;0;0;0;0;0;0;0;0;0;B;B;B
B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B;B
B;B;B;B;B;B;B;B;B;B;B;B;B;0;B;B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B;B
B;B;B;B;B;B;B;B;B;B;B;0;0;0;B;B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B;B
