B;B;B;B;A;A;0;0;0;0;0;0;0;0;0;B;B;0;0;0;0;0;0;B;A;A;0;0;0;0;0;0;0;0;0;0;B;h;A;A
B;B;B;B;B;A;0;0;0;0;0;0;0;0;0;B;B;0;0;0;0;0;0;B;A;A;0;0;0;0;0;0;0;0;0;0;B;B;B;h
B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;B;B;0;0;0;0;0;0;B;A;A;0;0;0;0;0;0;0;0;0;0;B;B;B;h
B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;B;B;0;0;0;0;0;0;B;B;A;0;0;0;0;0;0;0;0;0;0;B;B;B;h
B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;B;B;0;0;0;0;0;0;B;B;B;0;0;0;0;0;0;0;0;0;0;B;B;B;B
B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;B;B;0;0;0;0;0;0;B;B;B;0;0;0;0;0;0;0;0;0;0;B;B;B;B
B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;B;B;0;0;0;0;0;0;B;B;B;0;0;0;0;0;0;0;0;0;0;B;B;B;B
B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;B;B;0;0;0;0;0;0;B;B;B;0;0;0;0;0;0;0;0;0;0;B;B;B;B
B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;B;B;0;0;0;0;0;0;B;B;B;0;0;0;0;0;0;0;0;0;0;B;B;B;B
B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;B;B;0;0;0;0;0;0;B;B;B;0;0;0;0;0;0;0;0;0;0;B;B;B;B
B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;B;B;0;0;0;0;0;0;B;B;B;0;0;0;0;0;0;0;0;0;0;B;B;B;B
B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;B;B;0;0;0;0;0;0;B;B;B;0;0;0;0;0;0;0;0;0;0;B;B;B;B
B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;B;B;0;0;0;0;0;0;B;B;B;0;0;0;0;0;0;0;0;0;0;B;B;B;d
