B;B;B;B;B;B;B;B;h;h;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;h;B;B;h;h;h
B;B;B;B;B;B;B;B;B;A;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;A;B;d;B;B;B;h
B;B;B;B;B;B;B;B;B;A;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;A;B;d;d;d;B;B
B;B;B;B;B;B;B;B;B;A;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;A;B;d;d;d;B;B
B;B;B;B;B;B;B;B;B;B;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;B;B;d;d;d;d;B
B;B;B;B;B;B;B;B;B;B;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;B;B;d;d;d;d;B
B;B;B;B;B;B;B;B;B;B;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;B;d;d;d;d;d;B
B;B;B;B;B;B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;d;d;d;d;d;d;d
B;B;B;B;B;B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;d
B;B;B;B;B;B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;d
B;B;B;B;B;B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;d
B;B;B;B;B;B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;d
B;B;B;B;B;B;B;B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;d
