B;B;B;B;B;B;B;B;B;A;A;0;0;0;A;A;0;0;0;0;0;0;0;0;0;0;0;B;B;B;B;B;B;0;0;0;0;0;0;0
B;B;B;B;B;B;B;B;B;B;B;0;0;0;d;d;0;0;0;0;0;0;0;0;0;0;0;B;B;B;B;B;B;0;0;0;0;0;0;0
B;B;B;B;B;B;B;B;B;B;B;0;0;0;d;d;0;0;0;0;0;0;0;0;0;0;0;B;B;B;B;B;B;0;0;0;0;0;0;0
B;B;B;B;B;B;B;B;B;h;h;0;0;0;d;d;0;0;0;0;0;0;0;0;0;0;0;B;B;B;B;B;B;0;0;0;0;0;0;0
B;B;B;B;B;B;B;B;B;h;h;0;0;0;h;d;0;0;0;0;0;0;0;0;0;0;0;B;B;B;B;B;B;0;0;0;0;0;0;0
B;B;B;B;B;B;B;B;B;h;h;0;0;0;h;h;0;0;0;0;0;0;0;0;0;0;0;B;B;B;B;B;B;0;0;0;0;0;0;0
B;B;B;B;B;B;B;B;B;h;h;0;0;0;h;h;0;0;0;0;0;0;0;0;0;0;0;B;B;B;B;B;B;0;0;0;0;0;0;0
B;B;B;B;B;B;B;B;B;B;h;0;0;0;h;h;0;0;0;0;0;0;0;0;0;0;0;B;B;B;B;B;B;0;0;0;0;0;0;0
B;B;B;B;B;B;B;B;B;B;h;0;0;0;d;h;0;0;0;0;0;0;0;0;0;0;0;B;B;B;B;B;B;0;0;0;0;0;0;0
B;B;B;B;B;B;B;B;B;B;B;0;0;0;d;d;0;0;0;0;0;0;0;0;0;0;0;B;B;B;B;B;B;0;0;0;0;0;0;0
B;B;B;B;B;B;B;B;B;B;B;0;0;0;d;d;0;0;0;0;0;0;0;0;0;0;0;B;B;B;B;B;B;0;0;0;0;0;0;0
B;B;B;B;B;B;B;B;B;B;B;0;0;0;d;d;0;0;0;0;0;0;0;0;0;0;0;B;B;B;B;B;B;0;0;0;0;0;0;0
B;B;B;B;B;B;B;B;B;B;B;0;0;0;d;d;0;0;0;0;0;0;0;0;0;0;0;B;B;B;B;B;B;0;0;0;0;0;0;0
