B;h;h;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B;B;B
B;h;h;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B;B;B
B;B;h;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;B;B
B;B;B;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;B;B;B
B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;A;B;B
B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;B;B
B;B;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;A;B
B;B;B;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;A;B
B;B;B;h;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;h;0;0;B;0;0;0;0;0;0;0;0;0;0;0;0;0;A;h;h;A
B;B;h;h;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;0;0;0;B;0;0;0;0;0;0;0;0;0;0;0;0;0;A;h;h;h
B;B;h;h;0;0;0;0;0;0;0;0;0;0;0;0;0;h;0;0;0;B;B;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;h;h
B;h;h;h;0;0;0;0;0;d;0;B;B;0;0;0;0;h;0;0;B;B;B;0;0;0;0;h;h;0;d;0;0;0;0;0;h;h;A;A
B;h;h;h;0;0;0;0;0;d;0;0;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;0;0;d;0;0;0;0;0;A;A;A;B
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B;B;B;h;h;h;h;h;h;0;0;0;0;0;B;B;B;B;0;0;0;0;h;h;h;h;h;h;0;0;0;B;B;B;h;h;h;h;h;h
B;B;B;B;h;h;h;h;0;0;0;0;0;0;0;B;B;0;0;0;0;0;0;h;h;h;h;0;0;0;0;0;B;B;B;A;h;h;h;h
B;B;B;B;h;h;h;0;0;0;0;0;0;0;0;B;B;0;0;0;0;0;0;A;h;h;A;0;0;0;0;0;0;0;B;B;h;h;h;A
B;B;B;B;A;A;0;0;0;0;0;0;0;0;0;B;B;0;0;0;0;0;0;B;A;A;0;0;0;0;0;0;0;0;0;0;B;h;A;A
