R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;R;R;R;R;R;R;R;R;R;R;Q;0;0;0;0;0
R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;R;R;R;R;R;R;R;R;R;R;Q;0;0;0;0;0
R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;R;R;R;R;R;R;R;R;R;Q;Q;0;0;0;0;0
R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;W;R;R;R;R;R;R;R;W;W;Q;Q;Q;Q;Q;Q
R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Z;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Z;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;Q;Q;Q;Q;0;0;Q;Q;Q;Q;0;0;0;0;R;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;Q;Q;Q;Q;Q;0;0;0;0;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;Q;Q;Q;Q;Q;Q
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;Q;Q;Q;Q;Q;0;0;0;0;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;Q;Q;Q;Q;Q;Q
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;Q;Q;Q;Q;Q;0;0;0;0;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;Q;Q;Q;Q;Q;Q
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;Q;Q;Q;Q;Q;Q
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;0;0;0;0
