0;0;0;0;R;W;Z;Z;Q;Q;Q;Q;Q;R;R;Q;Q;Q;Q;Q;Q;0;0;0;0;Q;Q;Q;Q;Q;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0
0;0;0;0;R;W;Z;Q;Q;Q;Q;Q;Q;Q;R;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0
0;0;0;0;Q;Q;Z;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0
0;0;0;W;W;Z;Z;Q;Q;Q;Q;Q;Q;W;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0
0;Q;Q;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;0
0;Q;Q;0;Q;Q;Q;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;0
Q;Q;Q;Q;Q;Q;Q;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;R;R;R;R;R;0;0;R;R;R;R;R;0;0
Q;Q;Q;Q;Q;Q;Q;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;R;R;R;R;R;0
Q;Q;Q;Q;Q;Q;Q;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;R;R;R;0;0;0;0;0;0;R;R;R;R;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;R;R;R;R;0
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;0;R;R;R;R;R;R;0;0;0;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;R;R;R;0
