0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;0;0;0;0;0;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;R;R;R;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Z;R;W;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;W;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;A;A;A;A;Z;Z;Z;R;R;W;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;W;W;W;W;W;W;W;Z;Z;Z;Z;Z;Z;Z
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;A;A;A;A;Z;Z;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;R;W;Z;Z;Z;Z;Z;Z;Z
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;0;0;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;A;A;A;W;W;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;R;R;R;R;R;R;R;R;R;R;R;R;W;W;Z;Z;Z;Z;Z;Z
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;0;0;0;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;A;A;A;A;W;W;R;R;R;R;W;W;R;R;R;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;R;R;R;R;R;R;R;0;0;0;0;R;R;Z;Z;Z;Z;Z;Z;Z
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;0;0;0;0;0;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;A;A;A;A;Z;W;W;R;R;W;W;Z;Z;R;0;R;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;0;0;0;0;0;0;Z;Z;Z;Z;Z;Z;Z
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R;0;0;0;0;0;0;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;A;A;A;A;Z;W;W;W;W;Z;Z;Z;Z;0;0;0;R;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;R;R;R;R;R;0;0;0;0;0;0;0;Z;Z;W;W;W;Z;Z
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;W;Z;0;0;0;0;0;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;0;0;R;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;0;0;0;0;0;0;0;0;R;R;R;W;Z;Z
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;0;R;Z;Z;0;0;0;0;0;0;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;A;A;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;0;0;R;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;R;R;W;W;Z
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;0;0;Z;Z;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;A;A;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;Z;0;0;0;0;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;R;R;R;R
0;0;0;0;0;0;0;0;R;R;R;R;R;R;R;R;R;0;0;Z;Z;Z;0;0;0;0;0;0;0;0;0;0;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;Z;Z;Z;Z;Z;Z;Z;Z;0;0;0;0;0;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;R;R;R;R;R;R;0;0;0;0;0;0;0;0;0;0;0;0;R;R;R
