I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;0;0;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;I;I;I;I;I;I;I;0;0;0;0;0;0;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;0;0;0;0;0;I;I;I;I;I;I;0;0;0;0;0;0;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;I;I;I;0;0;0;0;0;0;0;I;I;I;I;I;H;H;0;0;0;0;T;T;T;T;T;T;H;H;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;0;0;0;0;0;0;0;I;I;I;I;I;I;0;0;0;0;0;T;T;T;T;T;H;H;H;H;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;0;0;0;0;0;0;0;0;I;I;I;I;I;0;0;0;0;0;T;T;T;T;T;H;H;H;H;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;H;H;H;H;H;H;I;I;I;I;I;0;0;0;0;T;T;T;T;T;H;H;H;H;H;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;T;T;T;T;T;T;T;H;T;T;T;T;T;T;T;T;T;I;I;I;0;0;0;0;0;0;I;I;I;I;I;0;0;0;0;T;T;T;T;T;H;H;H;H;H;H;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;T;T;T;T;T;T;T;H;H;T;T;T;T;T;T;T;T;I;I;I;0;0;0;0;0;0;I;I;I;I;I;0;0;0;0;T;T;T;T;T;T;H;H;H;H;H;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I;I;I;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;T;T;T;T;T;T;T;H;H;H;H;T;T;T;T;T;T;I;I;I;I;0;0;0;0;0;0;I;I;I;I;0;0;0;0;T;T;T;T;T;T;T;H;H;H;H;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I;I;I;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;T;T;T;T;T;T;T;T;T;H;H;H;H;T;T;T;T;T;T;I;I;I;I;0;0;0;0;0;0;0;I;I;I;0;0;0;0;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I;I;I;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;T;T;T;T;T;T;T;T;T;T;H;H;H;H;H;T;T;T;T;T;I;I;I;I;0;0;0;0;0;0;I;I;I;0;0;0;0;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I;I;I;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;T;T;T;T;T;T;T;T;T;T;T;H;H;H;H;H;T;T;T;T;T;I;I;I;I;I;I;I;I;0;0;I;I;I;0;0;0;0;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I;I;I;I;0;0;0;0;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;T;T;T;T;T;I;I;I;I;I;I;I;I;I
I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;T;T;T;T;T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;T;T;T;T;T;I;I;I;I;I;I;I;I;I
