0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;I;I;I;I;I;I;H;H;H;H;H;H;H;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;T;T;T;T;0;0;0;0;0;0;0;0;T;T;T;T;T;T;T
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;I;I;I;I;I;I;H;H;0;0;H;H;H;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;T;T;T;T;H;0;0;0;0;0;0;T;T;T;T;T;T;T;T
0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;I;I;I;I;I;I;H;H;0;0;0;H;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;T;T;T;H;0;0;0;0;0;0;T;T;T;T;T;T;T;T
0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;I;I;I;I;I;I;0;0;0;0;0;H;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;T;T;T;H;I;I;I;I;I;T;T;T;T;T;T;T;T;T
0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;I;I;I;I;I;0;0;0;0;0;0;0;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;T;T;T;T;T;I;I;I;I;T;T;T;T;T;T;T;T;T
T;T;T;T;T;0;0;0;0;0;T;T;T;T;T;T;I;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;0;T;T;T;T;T;I;I;I;I;I;I;I;0;0;I;T;T;T
T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;I;I;I;0;0;0;0;0;I;I;T
T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;0;0;0;0;0;0;0;I;I;I
T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I
T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I
T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;T;T;T;T;0;0;0;0;0;0;T;T;T;T;T;I;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;T;T;T;0;0;0;0;0;0;0;0;T;T;T;T;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;I;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T;T
