0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;c;c;c;c;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;c;c;c;c;c;c;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;c;c;c;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;c;c;c;c;c;c;0;0;0;0;0;0;0;0;0;0;0;c;c;c;c;c;0;0;0;0;0;0;0;0;c;c;c;c;0;0;0;0;c;c;c;c;c;c
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;c;c;c;c;c;c;0;0;0;0;0;0;0;0;0;0;0;c;c;c;c;c;c;c;c;c;0;Q;Q;Q;c;c;c;c;0;0;0;0;c;c;c;c;c;c
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;c;c;c;0;0;0;0;0;0;0;0;0;0;0;0;c;c;c;c;c;c;c;c;c;c;0;Q;Q;Q;c;c;c;c;c;Q;Q;Q;c;c;c;c;c;c
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;c;c;c;0;0;0;0;0;0;0;0;0;0;0;0;c;c;c;c;c;c;c;c;c;c;c;Q;Q;Q;c;c;c;c;c;Q;Q;Q;0;0;c;c;c;c
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;c;c;c;c;c;c;c;c;c;c;c;c;c;Q;Q;Q;c;c;0;0;c;Q;Q;Q;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;0;0;0;c;c;c;c;c;c;c;c;c;c;c;c;c;c;c;Q;Q;Q;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;c;c;c;c;c;c;c;c;c;c;c;0;c;Q;Q;Q;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0;0;c;c;c;0;0;0;0;0;0;0;c;Q;Q;Q;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0
c;c;0;0;0;0;0;0;c;c;c;0;0;0;0;0;0;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0
c;c;c;0;0;c;c;c;c;c;c;c;0;0;0;0;0;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;0;0;0;Q;Q;Q;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0
c;c;c;c;c;c;c;c;c;c;c;c;c;c;0;0;0;Q;Q;0;c;c;c;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;0;0;0;Q;Q;Q;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0
c;c;c;c;c;c;c;c;c;c;c;c;c;c;0;0;0;Q;Q;0;c;c;c;c;c;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;0;0;0;Q;Q;Q;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0
c;c;c;c;c;0;c;c;c;c;c;c;c;c;c;c;c;Q;Q;c;c;c;c;c;c;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;0;0;0;Q;Q;Q;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0
c;c;c;c;c;0;c;c;c;c;c;c;c;c;c;c;c;Q;Q;c;c;c;c;c;c;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;0;0;0;Q;Q;Q;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0
c;c;c;c;c;0;c;c;c;c;c;c;c;c;c;c;c;Q;Q;0;0;0;0;0;c;0;Q;Q;0;0;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;0;0;0;Q;Q;Q;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;c;c;c;0;0;0;Q;Q;0;0;0;0;c;c;c;Q;Q;0;0;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;0;0;0;Q;Q;Q;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;0;0;0;0;c;c;c;Q;Q;0;0;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;0;0;0;Q;Q;Q;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;c;c;c;c;Q;Q;0;0;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;0;0;0;Q;Q;Q;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;c;c;c;c;Q;Q;0;0;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;0;0;0;Q;Q;Q;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;c;c;c;c;Q;Q;0;0;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;0;0;0;Q;Q;Q;0;0;0;0;0;Q;Q;Q;0;0;0;0;0;0
