D;D;D;D;0;0;0;0;0;0;0;0;E
D;D;D;0;0;0;0;0;0;0;0;h;h
D;D;D;0;0;0;0;0;E;D;h;h;h
D;D;D;0;0;0;0;0;D;D;h;h;D
D;D;D;D;0;0;0;0;D;D;D;D;D
D;D;D;D;0;0;0;0;D;D;D;D;D
D;D;D;D;0;0;0;0;0;D;D;D;D
D;D;D;D;0;0;0;0;0;D;D;D;D
D;D;D;0;0;0;0;0;D;D;D;D;D
D;D;D;0;0;0;0;0;D;D;D;D;D
D;D;D;0;0;0;0;0;D;D;D;D;D
D;D;D;0;0;0;0;0;D;D;D;D;D
D;D;D;0;0;0;0;0;D;D;D;D;D
D;D;D;D;0;0;0;0;D;D;D;D;D
D;D;D;D;0;0;0;0;D;D;D;D;D
D;D;D;D;0;0;0;0;0;D;D;D;D
D;D;D;D;0;0;0;0;0;D;D;D;D
D;D;D;D;0;0;0;0;0;D;D;D;D
D;D;D;D;0;0;0;0;0;D;D;D;D
D;D;D;D;0;0;0;0;0;D;D;D;D
D;D;D;D;0;0;0;0;0;D;D;D;D
D;D;D;D;0;0;0;0;0;D;D;D;D
D;D;D;0;0;0;0;0;0;D;D;D;E
D;D;D;0;0;0;0;0;0;D;D;D;E
D;D;D;0;0;0;0;0;0;D;D;D;E
