D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;h;h;E;E;E;D;0;0;0;0;0;0;0;0;0;0;D;E;E;E;D;D
D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;h;h;E;E;E;E;D;0;0;0;0;0;0;0;0;0;0;0;0;E;E;D;D
D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;h;h;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;D
D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;D
D;D;D;D;D;D;h;h;h;D;D;D;D;D;D;D;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;h;h
D;D;D;D;D;D;h;h;h;h;D;D;D;D;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;h
D;D;D;D;D;h;h;E;E;E;D;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h
D;D;D;D;D;h;h;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D;D
D;D;D;D;D;h;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D;D
D;D;D;D;D;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D;D
D;D;D;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D
D;D;D;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D
D;D;D;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D
D;D;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D
D;D;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D;D
D;D;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D;D
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;D
0;0;0;0;0;0;0;0;0;0;D;0;0;0;0;0;0;0;0;0;0;0;h;h;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;D
0;0;0;0;0;0;0;0;0;0;D;0;0;0;0;0;0;0;0;0;0;0;h;h;0;0;0;0;0;0;0;0;0;0;0;0;0;E;h;D
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D;D;E;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;D
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;h
