1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;1;1;1;1
1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
1;1;0;S;0;S;0;S;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;1;1;1
1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;1;1;1
1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;1;1;S;0;0;0;0;0;S;1;1
1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;_;_;_;_;1;1;1;1;1;1;0;0;0;0;0;0;1;1
1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;S;0;0;0;0;0;S;1;1
1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;S;0;0;0;S;1;1;1;1;1;1;0;0;0;0;0;0;1;1
1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;S;0;0;0;0;0;S;1;1
1;1;0;S;S;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1
1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;S;0;0;0;0;0;S;1;1
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;S;0;0;0;0;0;S;1;1
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1
0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;S;0;0;0;0;0;S;1;1
0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;S;W;W;W;S;W;W;W;S;1;1;1;1;0;0;0;0;0;0;1;1
0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;W;S;W;W;W;S;W;W;1;1;1;S;0;0;0;0;0;S;1;1
1;1;1;1;S;0;S;0;S;0;S;0;S;1;1;1;1;1;1;S;W;W;W;S;W;W;W;S;1;1;1;1;0;0;0;0;0;0;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1
