J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;Z;Z;Z;Z;Z;Z;Z;Z;J;J;J;Z;Z;Z;Z;Z;Z;Z;Z;Z;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J
J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;Z;Z;Z;Z;Z;Z;Z;Z;J;J;J;Z;Z;Z;Z;Z;Z;Z;Z;Z;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0
J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;Z;Z;Z;Z;Z;Z;Z;Z;J;J;J;Z;Z;Z;Z;Z;Z;Z;Z;Z;J;J;J;J;J;J;0;J;J;J;J;0;0;0;0;0
J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;Z;Z;Z;Z;Z;Z;Z;Z;J;J;J;Z;Z;Z;Z;Z;Z;Z;Z;Z;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0
J;J;J;J;J;J;J;J;0;J;J;J;J;J;J;J;J;Z;Z;Z;Z;Z;Z;Z;Z;J;J;J;Z;Z;Z;Z;Z;Z;Z;Z;Z;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0
J;J;J;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;0;0;0;0;0;0;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J
J;J;J;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;0;0;0;0;0;0;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;J
J;J;J;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;0;0;0;0;0;0;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J
J;J;J;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;0;0;0;0;0;0;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J
J;J;J;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;0;0;0;0;0;0;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;J
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;J
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;J
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;J
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;J
[;[;[;[;[;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;0;0;0
F;F;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;0;0;0
F;F;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;J;0;0;0
F;F;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;0;0;0
F;F;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;F;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;F;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;F;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;F;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
