[;[;[;[;[;[;[;[;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;§;§;§;F;F
[;[;[;[;[;[;[;[;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;§;§;§;§;§;§;§;F
0;0;0;0;0;[;[;[;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;F;F;§;§;§;§;§;§;§;§;§;F
0;0;0;0;0;[;[;[;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;F;F;§;§;F;J;J;J;J;J;J;J
0;0;0;0;0;0;0;0;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;F;F;F;F;F;J;J;J;J;J;J;J
0;0;0;0;0;0;0;0;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;F;F;F;F;F;J;J;J;J;J;J;J
[;0;0;0;0;0;0;0;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;§;§;0;0;0;0;§;§;§;§;0;0;0;0;0;0;0;0;0;0;0;F;F;F;F;F;J;J;J;J;J;J;J
[;[;[;[;[;[;0;0;[;[;[;[;§;§;§;[;[;[;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[;§;§;§;§;[;§;§;§;§;§;§;§;F;F;F;F;F;F;0;F;F;F;F;F;F;F;J;J;J;J;J;J;J
[;[;[;[;[;[;0;0;F;F;F;F;§;§;§;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;F;F;F;§;§;F;§;§;§;§;§;§;§;F;F;F;F;F;F;F;F;F;F;F;F;F;F;J;J;J;J;J;J;J
[;[;[;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;0;F;F;0;F;F;F;0;J;J;J;J;J;J;J
