J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;F;F;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;F;F;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J
0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;F;F;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;F;F;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J;J
0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;F;F;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;F;F;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;0;0;0;0;J;J;J;J;J;0;0;0
0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;F;F;F;F;0;0;0;0;0;0;F;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;0;0;0;0
0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;F;F;F;F;0;0;0;0;0;0;F;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;F;F;F;0;0;0;0;0;0;J;J;J;J;J;J;J;F;F;F;F;0;0;0;0;0;0;F;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;F;F;F;0;0;0;0;0;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;F;F;F;0;0;0;0;0;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;F;F;F;0;0;0;0;0;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;F;J
F;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;F;F
F;F;F;F;0;0;0;0;0;0;0;0;0;0;[;[;[;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;F;Z;Z;Z;Z;Z;Z;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J
F;F;F;F;0;0;0;0;0;0;0;0;0;0;[;[;[;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;F;Z;Z;Z;Z;Z;Z;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;F;F
F;F;F;F;0;0;0;0;0;0;0;0;0;0;[;[;[;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;F;F
F;F;F;F;0;0;0;0;0;0;0;0;0;0;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;F;F
F;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;F;F
F;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;F;F
F;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;F;F
F;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;];J;J;J;J;F;F
F;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;F;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;§;§;§;§;§;§;0;0;0;0;§;J;J;J;J;J;J
F;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;F;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;§;§;§;§;§;§;§;§;0;0;0;0;§;J;J;J;J;J;J
F;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;F;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;0;§;§;§;§;§;§;§;§;§;§;§;§;§;0;§;§;J;J;J;J;J;J
F;F;F;F;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;F;F;F;0;0;0;0;0;0;0;0;0;0;0;0;§;§;§;§;§;§;§;§;§;§;§;§;§;§;§;§;§;J;J;J;J;J;J
F;F;F;F;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;F;F;0;0;0;0;0;0;0;0;0;0;0;§;§;§;§;§;§;§;§;§;§;§;§;§;§;§;§;§;§;J;J;J;J;J;J
F;F;F;F;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;§;§;§;§;§;§;§;§;§;§;§;§;§;§;§;§;§;§;J;J;J;J;J;J
F;F;F;F;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;J;0;J;J;§;§;§;§;0;0;0;§;§;§;§;§;§;§;§;§;J;§;§;§;§;J;§;§;§;§;J;J;J;J;J;J
F;F;F;F;0;0;0;0;0;0;0;0;0;J;J;J;J;J;J;J;J;J;J;0;0;J;J;§;§;§;§;J;J;J;§;§;§;§;§;J;§;§;§;J;J;J;J;J;J;J;§;J;J;J;J;J;J;J;J
