0;0;0;0;0;0;0;4;0;0;0;m;m;m;m;m;m;4;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0
0;0;0;0;0;0;0;4;0;0;0;m;m;m;m;m;m;m;m;m;m;m;m;0;0;0;0;m;m;m;0;0;0;0;m;m;4;4;0;0
0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m;m;m;m;m;0;0;0;m;r;r;r;0;0;0;0;m;m;4;4;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;m;s;s;s;s;s;s;s;s;s;0;0;0;m;r;r;r;0;0;0;0;m;m;m;r;r;r
0;0;0;0;0;0;0;m;m;m;0;0;0;0;s;s;s;s;s;s;s;s;s;0;0;0;m;r;r;r;0;0;0;0;0;m;m;r;r;r
0;0;0;0;0;0;0;m;m;m;0;0;0;0;s;s;s;s;s;s;s;s;s;0;0;0;m;r;r;r;0;0;0;0;0;m;m;r;r;r
0;0;0;m;m;m;m;m;m;m;m;0;0;0;s;s;s;s;s;s;s;s;s;0;0;0;0;r;r;r;0;0;0;0;0;0;0;m;r;r
0;0;0;m;m;m;m;m;m;m;m;0;0;0;s;s;s;s;s;s;s;s;s;0;0;0;0;r;r;r;0;0;0;0;0;0;0;r;r;r
0;m;m;m;m;m;m;m;m;m;m;0;0;0;s;s;s;s;s;s;s;s;s;0;0;0;0;r;r;r;0;0;0;0;0;m;m;r;r;r
0;4;4;m;m;m;m;m;m;m;m;0;0;0;s;s;s;s;s;s;s;s;s;0;0;0;0;r;r;r;0;0;0;0;0;m;m;m;0;0
0;m;m;m;m;m;m;m;m;m;m;0;m;m;s;s;m;m;m;m;m;m;m;0;0;0;0;r;r;r;0;0;0;0;0;m;m;4;0;0
0;m;m;m;m;m;m;m;0;0;0;0;m;m;p;p;p;p;p;p;p;p;p;0;0;0;0;0;0;0;0;0;0;0;0;m;m;4;0;0
0;m;m;m;m;m;m;m;0;0;0;0;m;m;p;p;p;p;p;p;p;p;p;0;0;m;m;m;0;0;0;0;0;0;0;0;0;4;0;0
0;m;m;m;m;m;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;p;m;0;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;p;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0
m;m;m;0;0;0;0;0;0;0;0;0;0;m;p;p;p;p;p;p;p;p;p;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0
m;m;m;0;0;0;0;0;0;0;0;0;0;m;p;p;p;p;p;p;p;p;p;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0
m;m;m;0;0;0;0;0;0;0;0;0;0;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
