0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;0;0;0;0;m;m;m;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;0;m;m;0;m;m;m;m;m;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;0;m;m;0;m;m;m;m;m;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;0;m;m;m;m;m;m;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;0;m;m;0;m;m;0;0;0;0;m;m;m
4;4;4;0;0;r;r;r;r;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;0;m;m;0;m;m;0;0;0;0;m;m;m
4;4;4;0;0;r;r;r;r;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;0;0;0;0;m;m;0;0;0;0;m;m;m
4;4;4;0;0;r;r;r;r;0;0;0;0;0;0;0;0;0;0;r;r;r;r;r;r;r;r;0;0;0;0;m;m;0;0;0;0;0;m;m
0;0;0;0;0;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;0;0;m;m;m;m
0;0;0;0;0;r;r;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;0;0;m;m;m;m
4;4;4;0;0;r;r;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;0;0;m;m;m;m;0;0;m;m;m;m
4;4;4;0;0;0;0;m;r;r;r;r;0;0;0;r;r;r;r;0;0;0;0;0;m;m;m;m;m;m;m;m;m;m;m;m;m;m;0;0
4;4;4;0;0;0;0;0;r;r;r;r;m;m;m;m;r;r;r;m;0;0;0;0;m;m;m;m;m;m;m;m;m;m;m;m;m;m;0;0
0;0;0;0;0;0;0;0;0;r;r;r;m;m;m;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;m;0;0;m;0;0;0;0
0;0;0;0;0;0;0;0;0;r;r;r;0;0;0;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m;m;0
0;0;0;0;0;0;0;0;0;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m;m;0
m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;r;r;r;m;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;r;r;r;m;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;r;r;r;m;m;m;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;r;r;r;m;m;m;m;0;0;0;0;0;0;0;0;0;0
