0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;m;m;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;m;m;m;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;m;m;m;m;m;m;m;m;m;m;m;0;0;0;0;0;0;m;m;m;m;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;m;m;m;m;m;m;m;m;m;m;m;0;0;0;0;0;0;m;m;m;m;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;m;m;m;m;m;m;m;m;m;m;m;0;0;0;0;0;0;m;m;m;m;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;m;m;m;m;m;m;m;m;m;m;m;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;0;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;0;0;m;m;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;m;m;m;m;m;0;0;0;0;s;s;s;s;s;s;s;s;0;0;m;m;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;m;m;m;m;m;0;0;0;0;0;s;s;s;s;s;s;s;s;0;0;m;m;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;0;m;m;0;0;0;0;0;0;0;s;s;s;s;s;s;s;s;0;0;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;m;m;m;0;0;0;0;0;0;0;s;s;s;s;s;s;s;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;m;m;m;0;0;0;0;0;0;0;s;s;s;s;s;s;s;m;m;m;m;0;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;0;m;m;0;0;0;0;0;0;0;s;s;s;s;s;s;s;m;m;m;m;0;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;0;m;m;0;0;0;0;0;0;0;s;s;s;s;s;m;m;m;m;m;m;m;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;0;m;m;0;0;0;0;0;0;0;s;r;r;r;s;m;m;s;0;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;0;m;m;m;0;0;0;0;0;0;0;r;r;r;0;m;m;0;0;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m;m;0;m;m;m;0;0;0;0;0;0;0;0;0;0;0;m;m;m;0;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;0;m;m;m;0;0;0;0;m;m;m;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;m;m;m;m;0;0;0;0;m;m;m;m;0;0;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;m;m;m;m;0;0;0;0;0;m;m;m;0;0;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;4;m;m;m;m;0;0;0;0;0;m;0;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;4;m;m;m;m;0;0;0;0;0;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;4;m;m;m;m;0;0;0;0;0;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;4;m;m;m;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;4;m;m;m;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;4;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;m;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;m;0;0;0;0;m;m;m;m;m;m;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;0;0;0;0;0;m;m;m;m;m;m;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;0;0;0;m;m;m;0;m;m;m;m;m;m;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
