0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;r;r;r;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;0;0;0;0;0;0;m;0;0;r;r;r;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;0;r;r;0;0;0;0;0;0;r;r;r;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;0;r;r;0;0;0;0;0;0;r;r;r;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;p;r;r;r;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;m;m;m;0;0;0;0;0;p;p;p;p;p;p;p;p;p;0;0;0;0;0;0;0;0;m;m;m;0;0;0;0;0;0;0;0;0
0;0;0;m;m;m;0;0;0;0;0;p;p;p;p;p;p;p;p;p;0;0;0;0;0;0;0;0;m;m;m;m;0;0;0;0;0;0;0;0
0;0;0;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;0;0;0;0;0;0;0;0
0;0;m;m;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;m;m;m;m;m;0;0;0;0;0;0;0;0
0;0;m;m;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0
0;0;0;m;m;0;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0
0;0;0;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;m;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;0;0;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;0;0;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;m;m;m;m;m;m;0;0;0;0;0;0;0;0
0;0;0;0;0;0;m;m;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;m;m;m;m;m;m;0;0;0;0;0;0;0;0
0;0;0;0;0;0;m;m;m;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;0;0;m;m;m;m;0;0;0;0;0;0;0;0
0;0;0;0;0;0;m;m;m;0;0;0;0;0;0;0;r;r;p;p;p;p;p;p;p;p;0;0;m;m;m;m;0;m;m;m;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;p;p;p;p;p;p;p;p;0;0;0;0;0;0;m;m;m;m;m;m;0;0
0;0;m;m;m;0;0;0;0;0;0;0;0;m;m;m;r;r;p;p;p;p;p;p;p;p;0;0;0;0;0;0;m;m;m;m;m;m;0;0
0;0;m;m;m;0;0;0;0;0;0;0;m;m;m;m;0;0;p;p;p;p;p;p;p;p;m;0;0;0;0;0;m;m;0;m;m;m;0;0
0;m;m;m;m;0;0;0;0;0;0;0;m;m;m;0;0;0;p;p;p;r;r;r;r;r;m;0;0;0;0;0;m;m;0;m;m;m;0;0
0;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;p;0;0;0;0;0;0;0;0;m;m;m;0;0
0;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;p;m;0;0;0;0;0;0;0;m;m;m;0;0
