0;0;0;0;0;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;0;0;0;0
0;0;0;0;0;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;0;0;0;0
0;0;0;0;0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0
0;0;0;0;0;4;4;4;4;4;4;4;4;0;0;0;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;m;m;0;0;0;0
0;0;0;0;0;4;4;4;4;4;4;4;4;0;0;0;4;4;4;0;0;0;0;0;0;m;m;m;m;0;m;m;m;0;0;0;0;0;0;0
0;0;0;0;0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;r;m;m;m;m;0;m;m;m;0;0;0;0;0;0;0
0;0;0;0;0;0;p;p;p;p;p;0;0;0;0;0;4;4;4;0;0;0;r;r;r;m;m;m;m;0;m;m;0;0;0;0;0;0;0;0
0;0;0;0;0;0;r;m;m;m;r;0;0;0;0;0;0;0;m;m;m;0;r;r;r;r;0;m;m;m;m;m;0;0;0;0;0;0;0;0
0;0;0;0;0;m;m;m;m;m;m;0;0;0;0;m;m;0;m;m;m;0;r;r;r;r;0;m;m;0;m;m;0;0;0;0;0;s;s;s
s;s;m;m;m;m;m;m;m;m;m;0;0;0;0;m;m;m;m;m;0;0;0;0;r;r;0;m;m;0;m;m;0;0;0;0;0;s;s;s
m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;m;m;0;m;m;0;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;s;s;s
m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;m;m;0;m;m;0;0;0;0;0;0;0;m;m;0;m;m;0;0;0;0;0;s;s;s
m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;0;m;m;0;m;m;0;0;0;0;0;s;s;s
m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;m;m;0;m;m;0;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;s;s;s
m;m;m;m;m;m;m;m;m;0;0;0;0;0;m;m;m;0;m;m;0;0;0;0;0;0;0;m;m;0;m;m;m;0;0;0;0;s;s;s
m;m;m;m;m;m;m;m;m;0;0;0;0;0;m;m;m;m;m;m;m;0;0;0;0;0;0;m;m;0;m;m;m;0;0;0;0;s;s;s
m;m;m;m;m;m;m;m;0;0;0;0;0;0;m;m;m;0;m;m;m;0;0;0;0;0;0;m;m;m;r;r;r;r;0;0;0;0;0;0
m;m;m;m;m;m;m;m;m;m;0;0;m;m;0;m;m;0;m;m;m;m;0;0;0;0;m;m;m;m;r;r;r;r;m;m;0;0;0;0
m;m;m;m;m;m;m;m;m;m;m;m;m;m;0;m;m;0;m;m;m;m;0;0;0;0;m;m;m;m;r;r;r;r;m;m;0;0;0;0
0;0;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;m;m;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;m;0;0;0;m;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;0;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
