0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;0;0;0;r;0;0;0;0;0;0;0;0;0;m;m;r;r;r
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;0;0;0;r;0;0;0;0;0;0;0;0;0;m;m;r;r;r
0;0;0;0;0;0;0;m;m;m;0;0;0;m;m;m;m;0;0;0;0;r;0;0;0;r;0;0;0;0;0;0;0;0;0;m;m;r;r;r
0;0;0;0;0;0;0;m;m;0;0;0;0;m;m;m;0;0;0;0;0;r;0;0;0;r;0;0;0;0;0;0;0;0;0;0;0;r;r;r
0;0;0;0;0;0;0;m;m;0;0;0;0;0;m;m;0;0;0;4;4;m;0;0;0;r;0;0;0;0;0;0;0;0;0;0;0;r;r;r
0;0;0;0;m;m;0;m;m;0;0;0;0;0;m;m;0;0;m;4;4;m;0;0;0;r;0;0;0;0;0;0;0;0;0;0;0;r;r;r
0;0;0;0;m;m;m;m;m;0;0;0;0;0;m;m;0;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m
0;r;r;r;m;m;m;m;0;0;0;0;0;0;0;0;0;0;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m
0;r;r;r;m;m;m;m;0;0;0;0;0;0;0;0;0;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;r;r;r;0;m;m;m;0;0;0;0;0;0;0;0;0;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;r;r;r;0;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m;r;r;r;0;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;r;0;0;0;r;r;0;0;0;0
m;0;0;0;0;0;m;m;0;0;0;0;0;0;0;0;0;0;r;r;r;0;0;0;0;0;0;r;r;r;r;0;0;0;r;r;0;0;0;0
m;m;0;0;0;0;m;m;0;0;0;0;0;0;0;0;0;0;r;r;r;0;0;0;0;0;0;r;r;r;r;0;0;0;r;r;0;0;0;0
m;m;m;m;m;0;m;m;0;0;0;0;0;0;0;0;0;0;r;r;r;0;0;0;0;0;0;r;r;r;r;0;0;0;r;r;0;m;m;0
m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;m;m;0;r;r;r;0;0;0;0;0;0;r;r;r;r;0;0;s;r;r;0;m;m;0
0;0;m;m;m;m;m;0;0;0;0;0;m;m;m;m;m;0;r;r;r;0;0;0;0;s;s;r;r;r;r;s;s;s;s;0;m;m;m;0
0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;0;0;0;r;r;r;0;0;0;0;s;s;s;s;s;s;s;s;s;s;m;m;m;m;0
0;0;0;0;0;0;0;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;s;s;s;s;s;s;s;s;s;s;m;m;m;0;0
0;0;0;0;0;0;0;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;s;s;s;s;s;s;s;m;m;m;m;m;m;0;0
0;0;0;0;0;0;0;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;0;0
0;0;0;0;0;0;0;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;0;0
