r;r;r;r;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;m;m;0;0;0;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;r;0;0;0;0;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;r;0;0;0;0;0;0;m;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;r;0;0;0;0;0;0;m;0;0;0;0;0;0;0;m;m;0;0;0;m;m;m;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;0;0;m;m;m;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;r;0;m;m;m;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;r;0;m;m;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;r;0;0;0;0;0;m;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;r;0;0;0;0;0;m;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;r;m;m;0;0;0;0;0;m;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;r;m;m;0;0;0;0;0;m;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;r;m;m;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;r;m;m;m;m;0;0;0;0;0;0;0;0;s;s;s;s;s;s;s;s;s;s;s;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;r;m;m;m;m;0;0;0;0;0;0;0;0;s;s;s;s;s;s;s;s;s;s;s;0;0;0;0;0;0;0
r;r;r;r;r;r;r;r;r;r;m;m;m;m;m;0;0;0;0;0;0;0;m;s;s;s;s;s;s;s;s;s;s;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;0;0;0;0;0;m;m;s;s;s;s;s;s;s;s;s;s;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;0;0;0;0;m;m;s;s;s;s;s;s;s;s;s;s;s;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;m;m;m;p;p;s;s;s;s;s;s;s;s;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;p;p;p;p;p;s;s;s;s;s;s;s;s;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;p;p;p;p;p;s;s;s;s;s;s;s;s;0;0;0;0;0;0;0
