J;J;J;J;J;J;J;J;J;J;0;0;0;0;0
J;J;J;J;J;J;J;J;J;J;0;0;0;0;0
Z;Z;Z;Z;Z;Z;Z;Z;J;J;0;0;0;0;0
Z;Z;Z;Z;Z;Z;Z;Z;F;J;0;0;0;0;0
Z;Z;Z;Z;Z;Z;Z;Z;F;F;0;0;0;0;0
Z;Z;Z;Z;Z;Z;Z;Z;F;F;0;0;0;0;0
Z;Z;Z;Z;Z;Z;Z;Z;F;F;0;0;0;0;0
Z;Z;Z;Z;Z;Z;Z;Z;F;F;0;0;0;0;0
Z;Z;Z;Z;Z;Z;Z;Z;0;0;0;0;0;0;0
Z;Z;Z;Z;Z;Z;Z;Z;0;0;0;0;0;0;0
Z;Z;Z;Z;Z;Z;Z;Z;0;0;0;0;0;0;0
F;F;0;0;0;F;F;F;0;0;0;0;0;0;0
F;F;0;0;0;F;F;F;0;0;0;0;0;0;0
F;0;0;0;0;F;F;F;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
