0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;0;0;0;r;r;r;0;0;m;m;m;m;0;0
0;0;0;0;0;0;0;0;0;0;0;0;s;s;s;s;s;s;s;s;s;s;m;m;m;m;0;0;0;r;r;r;0;0;m;m;m;m;0;0
4;4;4;4;4;4;4;m;0;0;r;r;r;s;s;s;s;s;s;s;s;s;m;m;m;m;0;0;0;r;r;r;0;0;0;0;0;0;0;0
4;4;4;4;4;4;4;r;r;0;r;r;r;s;s;s;s;s;s;s;s;s;m;m;m;m;0;0;0;r;r;r;0;0;0;0;0;0;0;0
4;4;4;4;4;4;4;r;r;0;r;r;r;s;s;s;s;s;s;s;s;s;s;s;s;0;0;0;0;0;m;0;0;0;0;0;0;r;r;r
4;4;4;4;4;4;r;r;r;0;r;r;r;s;s;s;s;s;s;s;s;s;s;s;s;0;0;0;0;r;r;r;0;0;0;0;0;r;r;r
0;0;0;0;0;0;r;r;r;0;0;m;m;s;s;s;s;s;s;s;s;s;s;s;s;0;0;0;0;r;r;r;0;0;0;0;0;m;r;r
0;0;0;0;0;0;r;r;r;0;0;0;s;s;s;s;s;s;s;s;s;s;s;s;s;0;0;0;0;r;r;r;0;0;0;0;0;r;r;r
0;0;0;0;0;0;0;0;0;0;0;0;s;s;s;s;s;s;s;s;s;s;s;s;s;0;0;0;0;r;r;r;0;0;0;0;0;r;r;r
0;0;0;0;0;0;0;0;0;0;0;0;s;s;s;s;s;s;s;s;s;s;s;s;s;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r
r;r;r;0;0;0;0;0;0;0;0;0;s;r;r;s;s;s;s;s;s;s;s;s;s;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;0;0;0;0;0;0;0;0;0;0;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
