0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;0;m;m;m;0;0;0;0;s;s;s;s;s;s;s;s;s;0;0;m;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;m;m;m;m;m;m;m;m;m;m;m;r;r;m;m;m;m;0;0;0;s;s;s;s;s;s;s;s;s;s;0;m;m;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;m;m;m;m;m;r;r;r;m;m;m;r;r;m;m;m;m;0;0;0;s;s;s;s;s;s;s;s;s;s;m;m;m;0;0;m;r;r;m;0;m;0;0
0;0;0;0;0;m;m;m;m;m;r;r;r;m;m;m;r;r;0;m;m;m;0;0;0;s;s;s;s;s;s;s;s;s;s;m;m;m;m;m;m;r;r;r;m;m;m;m
0;0;0;0;0;m;m;m;m;m;r;r;r;m;m;m;r;r;0;0;m;m;m;m;m;s;s;s;s;s;s;s;s;s;s;m;m;m;m;m;m;r;r;r;0;m;m;m
0;0;m;0;0;0;0;0;0;m;r;r;r;0;m;m;r;r;0;0;m;m;m;m;m;m;s;s;s;s;s;s;s;s;s;m;m;m;m;m;m;r;r;r;0;m;m;m
0;0;m;0;0;0;0;0;0;m;r;r;r;0;0;0;r;r;0;0;m;m;m;m;m;0;s;s;s;s;s;s;s;s;s;0;0;m;m;m;m;r;r;r;0;0;m;m
r;r;0;0;0;0;0;0;0;0;r;r;r;0;0;0;0;0;0;0;0;m;m;m;0;0;s;s;s;s;s;s;s;s;s;0;0;m;m;0;0;r;r;r;0;0;m;m
r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;s;s;s;s;s;s;s;s;0;0;0;0;0;0;r;r;r;0;0;m;m
r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;s;s;s;s;s;s;s;s;0;0;0;0;0;0;r;r;r;0;0;0;m
r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;0;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;m;m;0;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
r;r;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;m;m;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
