0;0;0;0;4;4;0;0;0;s;s;s;s;s;s;s;s;s;s;0;0;0;0;0;r;r;r;p;p;p;p;p;p;p;p;p;0;0;0;0
0;0;0;0;4;4;r;r;r;s;s;s;s;s;s;s;s;4;4;0;r;r;0;0;r;r;r;p;p;p;p;p;p;p;p;p;0;0;0;0
0;0;0;m;m;m;r;r;r;s;s;s;s;s;s;s;s;4;4;r;r;r;m;m;r;r;r;p;p;p;p;p;p;p;p;p;0;m;m;m
0;0;0;m;m;m;0;0;s;s;s;s;s;s;s;s;s;s;s;r;r;r;m;m;r;r;m;p;p;p;p;p;p;p;p;p;m;m;m;m
0;0;0;m;m;m;0;0;s;s;s;s;s;s;s;s;s;s;s;r;r;r;0;0;r;r;m;p;p;p;p;p;p;p;p;p;m;m;m;m
0;0;0;m;m;m;0;0;s;s;s;s;s;s;s;s;s;s;s;r;0;0;0;0;r;r;0;p;p;p;p;p;p;p;p;p;m;m;m;m
0;0;0;0;0;0;0;0;s;s;s;s;s;s;s;s;s;s;s;r;0;0;0;0;0;0;0;p;p;p;p;p;p;p;p;p;0;m;m;m
0;0;0;0;0;0;0;0;s;s;s;s;s;s;s;s;s;s;s;r;0;0;0;0;0;0;0;0;r;r;r;0;0;0;0;0;0;m;m;0
0;0;0;0;0;0;0;0;s;s;s;s;s;s;s;s;s;s;s;0;0;0;0;0;0;0;0;0;r;r;r;0;0;0;m;m;0;m;m;m
0;0;0;0;0;0;0;0;0;0;r;r;r;0;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;m;m;0
0;0;0;0;0;0;0;0;0;0;r;r;r;0;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;m;m;m
0;0;0;0;0;0;0;0;0;0;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;m;m;m
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;0;r;r;0;0;0;0;0;0;0
0;0;0;0;0;r;r;r;r;0;0;0;r;r;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;m;r;r;m;m;m;m;0;0;0
0;0;0;0;0;r;r;r;r;0;0;0;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;m;m;0;m;r;r;m;m;m;m;0;0;0
0;0;0;0;0;r;r;r;r;0;0;0;r;r;0;0;0;0;r;r;r;0;0;m;m;m;m;m;m;m;m;r;r;m;m;m;m;0;0;0
0;0;0;0;0;r;r;r;r;s;s;s;s;s;s;s;s;s;r;r;r;0;0;m;m;m;m;m;m;m;m;r;r;m;m;m;m;0;0;0
0;0;0;0;0;0;0;0;0;s;s;s;s;s;s;s;s;s;r;r;r;0;0;0;0;0;0;0;m;m;0;0;m;m;m;m;m;0;0;0
0;0;0;0;0;0;0;0;0;s;s;s;s;s;s;s;s;s;r;r;r;0;0;0;0;0;0;0;0;0;0;0;m;m;m;m;m;0;0;0
0;0;0;0;0;0;0;0;0;s;s;s;s;s;s;s;s;s;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;s;s;s;s;s;s;s;s;s;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;s;s;s;s;s;s;s;s;s;r;r;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
