1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 D D D D D D D D D 1 1 1 1 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 _ 1 1 0 0 0 0 0 0 0 0 0 0 _ _ _ 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 D D D S S 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
1 0 0 0 0 0 ^ ^ ^ ^ ^ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 L W _ _ _ 0 0 0 0 0 0 0 0 0 0 0 1 1 1
1 0 0 0 0 0 D D D D D 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 D L B L B R 0 0 0 0 0 0 0 0 0 0 1 1 1
1 0 0 0 0 0 D D D D D 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 D F v W C W O ^ ^ ^ ^ ^ ^ ^ ^ ^ 1 1 1
1 0 0 0 0 0 D D D D D 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 D ^ _ F Q L v C 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 D D D D D 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 D 1 W ^ S S O C ^ ^ ^ ^ ^ ^ ^ ^ ^ ^ ^
1 0 0 0 0 0 D D D D D ^ ^ ^ ^ ^ ^ 0 0 0 0 0 0 0 0 0 0 D 1 0 O v _ R ^ F W Q C < D D D D D D
1 0 0 0 0 0 D D D D D 1 1 1 1 1 1 ^ ^ ^ ^ ^ 0 0 0 0 0 D 1 0 1 B 0 ^ 1 O < > ^ 0 0 1 v v v v
1 0 0 0 0 0 D D D D D 1 1 1 1 1 1 1 D D D D 0 0 0 0 0 D 1 0 1 O D D 1 B ^ W < ^ ^ 1 0 0 0 0
1 0 0 0 0 0 D D D D D 1 1 1 1 1 1 1 D D D D 0 0 0 0 0 D 1 0 1 0 L L O S 0 S _ _ R O Q Q D D
1 0 0 0 0 0 D D D D D 1 1 1 1 1 1 1 D D D D 0 0 0 0 0 D 1 0 1 _ F > R L _ S 0 O L S S L S O
1 0 0 0 0 0 D D D D D 0 0 0 0 1 1 1 D D D D 0 0 0 0 0 D 1 0 1 O O F O > S < C > > L 1 R S B
1 0 0 0 0 0 D D D D D 0 0 0 0 1 1 1 D D D D 0 0 0 0 0 D 1 0 0 v L D S _ Q v O C S 0 v S R Q
1 0 0 0 0 0 D D D D D 0 0 0 0 0 0 1 D D D D 0 0 0 0 0 D 1 1 1 1 1 0 R D B Q F C L O O O < R
1 0 0 0 0 0 D D D D D 0 0 0 0 0 0 1 D D D D 0 0 0 0 0 D 1 1 1 1 1 0 L L 0 F v D R v v 1 L L
1 0 0 0 0 0 D D D D D 0 0 0 0 0 0 1 D D D D 0 0 0 0 0 0 1 1 1 1 1 _ W 1 1 F _ _ W 1 D O 0 1
1 0 0 0 0 0 D D D D D 0 0 0 0 0 0 0 D D D D 0 0 0 0 0 0 0 0 0 0 1 > 0 S C L O C L v F 1 < 1
1 0 0 0 0 0 D D D D D 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 ^ F v S B v F B B > 1 1
1 0 0 0 0 0 D D D D D 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 _ F W W D ^ B S L L v
1 0 0 0 0 0 D D D D D 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 > Q L 0 _ 1 W 1 R D ^
1 0 0 0 0 0 D D D D D 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 > C L B 0 C B _ D W O
1 0 0 0 0 0 D D D D D 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 > B O _ _ 1 L W F 1 W
1 0 0 0 0 0 D D D D D 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 > F > _ R v S 0 L B O
1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 > 1 Q W W S 1 S W B L
1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 > S > ^ < > 0 Q O R 0
1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 > < > O v R > _ F _ Q
1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 Q R C Q C v S _ S _
1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 ^ ^ ^ ^ ^ ^ ^ ^ 0 0 0 0 0 0 0 1 0 0 0 Q < < F 0 > < 1 L L
1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ^ 0 0 0 0 0 0 1 0 0 0 > > S S _ < ^ v ^ F
1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 0 0 0 > O 0 S Q ^ 0 > W ^
1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 0 0 0 > 0 B D v O L F > _
1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 L v W C _ W W W L _
1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ^ 1 0 _ _ S D 1 D Q Q > 0 Q F
1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 R B < O v 0 L _ B _ R L
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 > Q R F < L S B B ^ < v
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 S Q v 1 v R _ F 1 1 R
