0;0;0;0;0;0;0;0;0;0;0;(;(;(;0;0;0;0;0;0;0;0;(;(;(;(;(;(;ú;ú;ú;ú;ú;ú;0;0;0;0;(;(;(;(;(;(;0;0;0;0;(;(;(;(;0;0;0;(;(;(;0;0;0;(;(;0;ú;ú;ú;ú;ú;ú;0;0;(;(;(;(;0;ú;ú;ú;0;0;ú;ú;ú;ú;0;0;(;(;(;0;ú;ú;0;0;ú;ú;ú;0
0;0;0;0;0;0;0;0;0;0;0;(;(;(;(;(;(;0;0;0;0;0;(;(;(;(;(;(;ú;ú;ú;ú;ú;ú;0;0;0;0;(;(;(;(;(;(;0;0;0;0;(;(;(;(;0;0;0;(;(;(;0;0;0;(;(;ú;ú;ú;ú;ú;ú;ú;0;0;(;(;(;(;ú;ú;ú;ú;0;0;ú;ú;ú;ú;0;0;(;(;(;0;ú;ú;ú;ú;ú;ú;ú;0
0;0;0;0;0;0;0;0;0;0;0;0;(;(;(;(;(;0;0;0;0;0;(;(;(;0;0;0;ú;ú;ú;ú;ú;ú;0;0;0;0;(;(;(;(;(;(;0;0;0;0;(;(;(;(;0;0;0;ú;ú;ú;ú;ú;0;(;0;ú;ú;ú;ú;ú;ú;ú;0;0;(;(;(;(;ú;ú;ú;ú;0;0;ú;ú;ú;ú;Ă;Ă;(;(;(;ú;ú;ú;ú;ú;ú;ú;C;0
(;(;(;(;0;0;0;0;0;0;0;0;(;(;(;(;(;(;(;(;0;ú;(;(;(;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;0;(;(;(;(;(;(;ú;ú;ú;ú;(;(;(;(;0;0;0;ú;ú;ú;ú;ú;ú;ú;0;ú;ú;ú;ú;ú;ú;ú;0;0;(;(;(;(;ú;ú;ú;ú;0;0;ú;ú;ú;ú;Ă;Ă;Ă;Ă;ú;Ă;ú;ú;ú;ú;ú;0;C;0
(;(;(;(;0;0;0;0;0;0;0;0;(;(;(;(;(;(;(;(;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;(;(;(;(;(;ú;ú;ú;ú;ú;ú;ú;ú;0;0;0;ú;ú;0;ú;ú;ú;ú;0;0;0;0;ú;ú;ú;ú;Ă;0;0;ú;ú;ú;ú;ú;ú;0;0;í;ú;ú;ú;ú;Ă;Ă;Ă;Ă;Ă;Ă;Ă;0;Ă;C;C;C;C;0
(;(;(;(;0;0;0;0;0;0;0;0;0;0;0;(;(;(;(;(;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;0;0;0;(;ú;ú;ú;ú;ú;ú;ú;ú;ú;h;h;0;ú;ú;0;0;0;0;0;0;0;0;0;0;í;í;Ă;Ă;Ă;0;ú;ú;ú;ú;ú;Ă;h;h;í;í;í;í;í;Ă;Ă;Ă;Ă;Ă;Ă;Ă;Ă;Ă;r;C;C;C;0
(;(;(;ú;ú;ú;ú;ú;ú;ú;0;0;0;0;0;0;0;0;ú;ú;ú;0;0;ú;ú;ú;ú;ú;ú;ú;0;0;0;ú;ú;ú;ú;ú;ú;0;0;0;0;ú;ú;0;0;0;ú;ú;ú;ú;0;h;h;ú;ú;í;í;í;0;0;Ă;0;0;0;í;í;í;Ă;Ă;Ă;Ă;Ă;Ă;Ă;Ă;Ă;Ă;h;h;í;í;í;í;Ă;Ă;Ă;Ă;Ă;Ă;Ă;Ă;Ă;Ă;r;r;r;0;0
(;(;(;ú;ú;ú;ú;ú;ú;ú;ú;0;0;0;0;0;0;0;ú;ú;ú;0;0;0;0;0;0;h;h;h;h;0;0;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;0;h;h;h;h;h;h;h;h;h;h;í;í;Ă;Ă;Ă;Ă;Ă;0;0;í;í;h;h;0;Ă;Ă;Ă;Ă;Ă;Ă;Ă;Ă;h;h;h;h;h;h;Ă;Ă;Ă;Ă;Ă;Ă;Ă;Ă;Ă;Ă;Ă;r;r;r;C;C
0;0;0;ú;ú;ú;ú;ú;ú;ú;ú;ú;0;0;0;0;0;0;ú;ú;ú;0;0;0;0;0;0;h;h;h;h;0;Ă;Ă;0;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;h;h;h;h;h;h;h;h;h;h;h;í;í;Ă;Ă;Ă;Ă;Ă;h;h;h;h;h;h;h;0;0;Ă;Ă;Ă;Ă;Ă;h;h;h;h;h;h;0;0;Ă;Ă;Ă;Ă;0;Ă;Ă;Ă;Ă;Ă;Ă;r;r;C;C
0;0;ú;ú;ú;ú;ú;ú;ú;ú;ú;ú;0;0;0;0;0;0;ú;ú;ú;Ă;Ă;0;h;h;0;h;h;h;h;0;Ă;Ă;Ă;ú;ú;ú;ú;ú;ú;ú;0;h;h;h;h;h;h;h;h;h;h;h;h;h;í;Ă;Ă;Ă;Ă;Ă;Ă;h;h;h;h;h;h;0;0;0;Ă;Ă;Ă;Ă;0;0;h;h;h;h;0;0;0;0;Ă;Ă;0;0;Ă;Ă;Ă;Ă;Ă;Ă;Ă;r;r;C
