0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;H;J;J;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H
0;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H
0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H
0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;H;J;J;J;J;H;H;H;H;H;H;H;H;H;H;H
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;J;J;J;J;J;J;J;H;H;H;H;H;H;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;J;J;J;J;J;J;J;H;H;H;H;H;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;J;J;J;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;J;J;J;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;H;H
0;0;Á;Á;Á;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;H;H;H;H;H
Á;Á;Á;Á;Á;Á;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H
Á;Á;Á;Á;Á;Á;0;0;0;0;0;0;0;0;0;0;0;0;0;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H
Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;0;0;0;0;0;0;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H
Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;H;H;H;H;H;H;H;H;H;H;Á;Á;Á;Á;H;H;H;H;H;H;H;H;H;H;H
Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;H;H;H;H;H;Á;Á;Á;H;H;Á;Á;Á;Á;Á;Á;Á;Á;H;H;H;H;H;H;H
Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;H;H;H
Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;Á;H;H
