];];];];];];];|;];];};];];];];};];];|;};];];];];];];];];];];];];];];};];];];};];];|;0;0;0;0;0;0;};0;0;0;};0;|;];];|;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;|;0;0;|;0;0;0;0;0;0;|;0;0;0;0;0;0;0;0;0;|;];};];];];};];];];};];];|;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ
];];];];];];];|;];];};];];];};};];];|;};];];];];];];];];];];];];];];};];];];};];];|;0;0;0;0;0;0;};0;0;};};0;|;];];|;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;|;0;0;|;0;0;0;0;0;0;|;0;0;0;0;0;0;0;0;0;|;];};];];];};];];];};];];|;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ
];];];];];];];|;];];};};};};};];];];|;};];];];];];];];];];];];];];];};];];];};};};|;};};0;0;0;0;};0;0;};0;0;|;];];|;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;|;0;0;|;0;0;0;0;0;0;|;0;0;0;0;0;0;0;0;0;|;];};];];];};];};};};];];|;Ĥ;Ĥ;|;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ
];];];];];];];|;];];};];];];};];];];|;};];];];];];];];];];];];];];];};];];];};];];|;0;};0;};};};};};};};};0;|;];];|;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;|;0;0;|;0;0;0;0;0;0;|;0;0;0;0;0;0;0;|;0;|;];};];];];};];};];];];];|;Ĥ;Ĥ;|;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ
];];];];];];];|;];];};};];];};};};};|;};};];];];];];];];];];];];];];};};];];};];];|;0;};};};0;0;};0;0;0;};0;|;];];|;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;|;0;0;|;0;0;0;0;0;0;|;0;0;0;0;0;0;0;|;0;|;];};};};};};};};];|;];];|;Ĥ;Ĥ;|;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ
];];];];];];];|;];];];};];];};];];];|;];};};};];];];];];];];];];];];];};};};};];];|;0;};0;0;0;0;};0;0;0;};0;|;];];|;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;|;0;0;|;0;0;0;0;0;0;|;0;0;0;0;0;0;0;|;0;|;];};];];};];];];];|;];];|;Ĥ;Ĥ;|;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;|;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ
];];];];];];];|;];];];};];];};];];];|;];};];};];];];];];];];];];];];];];};];];];];|;0;};0;0;0;};};0;0;0;};0;|;];];|;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;|;0;0;|;0;0;0;0;0;0;|;0;0;0;0;0;0;0;|;0;|;];};];];};};];];];|;];];|;Ĥ;Ĥ;|;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;|;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ
];];];];];];];|;];];];};];];};];];];|;|;};|;};|;|;|;|;|;|;|;|;|;|;|;|;|;};|;|;|;|;|;0;};0;0;0;};0;0;0;0;};0;|;];];|;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;|;0;];|;0;0;0;0;0;0;|;0;0;0;0;0;0;0;|;];|;];};];];};];];];];|;];];|;Ĥ;Ĥ;|;Ĥ;};Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;|;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ
];];];];];];];|;];];];};];];};];];];|;0;};0;};0;0;0;0;0;0;0;0;0;0;0;0;0;};};};0;0;|;0;};};};};};0;0;};};};0;|;|;|;|;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;|;0;];|;0;0;0;0;0;0;|;0;0;0;0;0;0;0;|;];|;];};};};};};};};};|;};};|;};};|;};};};Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;|;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ
];];];];];];];|;];];];};};};};];];];|;0;};0;};0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;};0;0;|;0;};0;0;0;};0;0;};0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;|;];];|;0;0;0;0;0;0;|;0;0;0;0;0;0;0;|;];|;|;|;|;|;|;|;|;|;|;|;];];|;Ĥ;Ĥ;|;Ĥ;Ĥ;};Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;|;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ
];];];];];];];|;];];];];};];};];];];|;0;};0;};0;0;0;0;0;0;0;0;0;0;0;0;0;};};};};};|;};};0;0;0;};};};};};0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;|;];];|;0;0;0;0;0;0;|;0;0;0;0;0;0;0;|;|;|;0;0;0;0;0;0;0;0;0;|;];];|;};};|;};};};};Ĥ;Ĥ;Ĥ;Ĥ;|;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ
];];];];};};};|;};};};};};];};};};];|;0;};0;};};};};};};};0;0;0;0;0;0;0;};0;0;0;0;|;0;0;0;0;0;0;0;0;0;};0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;|;];];|;0;0;0;0;0;0;|;0;0;0;0;0;0;0;|;0;0;0;0;0;0;0;0;0;0;0;|;];];|;};Ĥ;|;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;|;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ;Ĥ
];];];];};];];|;];];];];];];];];};};|;};};};};0;0;0;0;0;};0;0;0;0;0;0;0;};0;0;0;0;|;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;|;];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;|;0;0;0;0;0;0;0;0;0;0;0;|;|;|;|;};Ĥ;|;|;|;|;|;|;|;|;|;|;|;|;|;|;Ĥ;Ĥ;Ĥ
