7;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á
á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;0;0;0;á;á;á;á;á
á;á;á;á;á;á;á;0;0;0;0;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;0;0;0;0;0;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;0;0;0;0;0;0;0;0;0;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;0;0;0;0;0;0;0;0
á;á;á;á;á;á;á;0;0;0;0;0;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;0;0;0;0;0;á;á;á;á;0;0;0;0;0;0;0;0;0;0;0;0;0;á;á;0;0;0;0;0;0;0;0;0;á;á;á;á;á;á;á;0;0;0;0;0;0;0;0;0;0;0;0;á;á;á;á;á;á;á;á;á;0;0;0;0;0;0;0;0;0
á;á;á;á;á;á;á;0;0;0;0;0;á;á;á;0;0;0;0;0;0;0;0;0;0;á;á;á;á;á;á;á;á;0;0;0;0;0;á;á;á;á;0;0;0;0;0;0;0;0;0;0;0;0;0;á;á;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;á;á;á;á;á;á;á;á;á;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;á;á;á;á;á;á;á;á;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;á;á;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;á;á;á;á;á;á;á;á;á;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;á;á;á;á;0;0;0;á;á;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;á;á;á;á;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;á;á;á;á;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;á;á;á;á;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;á;á;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;á;á;á;á;á;á;á;á;á;á;á;á
á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;0;0;0;0;0;0;0;0;0;0;0;á;á;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;á;á;á;á;á;á;á;á;á;á;á;á
á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;á;á;á;á;á;á;á;á;á;á;á;á
á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;á;á;á;á;á;á;á;á;á;á;á;á
á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;á;á;á;á;á;á;á;á;á;á
á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;á;á;á;á;á;á;á;á;á;á
á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;á;0;0;0;0;0;0;0;0;0;0;0;0;á;á;á;á;á;á;á;á;á;á
á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;á;á;á;á;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;á;á
á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;á;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;á;á;á;á;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;á;á
