0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;0;0;0;0;K;0;K;0;0;4;0;0;0;0;K
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;0;0;0;0;K;0;K;0;0;4;0;0;0;0;K
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;0;0;0;0;K;0;K;0;0;4;0;0;0;0;K
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;0;0;0;0;K;0;K;0;0;4;0;0;0;0;K
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;0;0;0;0;K;0;K;0;0;4;0;0;0;0;K
P;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;0;0;0;0;K;0;K;0;0;4;0;0;0;0;K
P;7;7;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;K;K;K;K;K;K;K;K;K;K;K;K;K;0;0;0;0;K
T;7;7;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;K;0;0;0;K;0;K;0;0;4;0;0;0;0;K
T;P;7;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;K;0;0;0;K;0;K;0;0;4;0;0;0;0;K
T;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;K;0;0;0;K;0;0;0;0;4;0;0;0;0;K
T;P;1;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;K;0;0;0;K;0;0;0;0;4;0;0;0;0;K
1;P;1;1;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;0;K;0;0;0;0;K;0;0;0;K;0;0;0;0;0;0;0;0;4;0;0;0;0;K
1;P;7;7;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;0;K;0;0;0;0;K;0;0;0;K;0;0;0;0;0;0;0;0;4;0;0;0;0;K
1;P;P;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;0;K;0;0;0;0;K;0;0;0;K;0;0;0;0;0;0;0;0;4;0;0;0;0;K
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;0;K;0;0;0;0;K;0;0;0;K;0;0;0;0;0;0;0;0;4;0;0;0;0;K
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;0;K;0;0;0;0;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;0;K;0;0;0;0;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;0;K;0;0;0;0;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K
7;P;P;P;K;K;K;K;K;K;K;K;K;K;K;K;0;0;0;K;0;0;0;0;K;0;0;0;0;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K
7;7;7;7;K;0;0;K;0;0;K;0;0;0;0;K;0;0;0;K;0;0;0;0;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;0;0;0;0;K
7;7;7;0;K;0;0;K;K;K;K;0;0;0;0;K;0;0;0;K;0;0;0;0;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;0;0;0;0;K
7;7;7;0;K;0;0;K;0;0;K;0;0;0;0;K;0;0;0;K;0;0;0;0;K;0;0;0;0;0;0;0;0;0;0;0;0;K;0;K;0;0;0;0;0;0;0;K
7;P;7;0;K;0;0;0;0;0;K;K;K;K;K;K;0;0;0;K;0;0;0;0;K;0;0;0;0;0;0;0;0;0;0;0;0;K;0;K;0;0;0;0;0;0;0;K
7;P;0;0;K;0;0;0;0;0;K;0;0;0;0;K;0;0;0;K;0;0;0;0;K;0;0;0;0;0;0;0;0;0;0;0;0;K;0;K;0;0;0;0;0;0;0;K
T;P;P;P;K;0;0;0;0;0;K;0;0;0;0;K;0;0;0;K;0;0;0;0;K;0;0;0;0;0;0;0;0;0;0;0;0;K;0;K;0;0;0;0;0;0;0;K
T;T;0;0;K;0;0;0;0;0;K;0;0;0;0;K;0;0;0;K;0;0;0;0;K;0;0;0;0;0;0;0;0;K;0;0;0;K;0;K;0;0;K;K;K;K;K;K
T;T;0;0;0;0;0;0;0;0;K;0;0;0;0;K;0;0;0;K;0;0;0;0;K;0;0;0;0;0;0;0;0;K;0;0;0;K;0;K;0;0;0;0;0;0;0;K
T;T;0;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;K;0;0;0;0;K;0;0;0;0;0;0;0;0;K;0;0;0;K;0;K;0;0;0;0;0;0;0;K
T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;K;0;0;0;0;K;0;0;0;0;0;0;0;0;K;K;K;K;K;K;K;K;K;K;K;0;0;0;K
T;1;1;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;K;K;K;K;K;K;0;0;0;0;K;0;0;0;K;0;0;0;K;0;K;0;0;0;0;0;0;0;K
T;T;T;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;K;0;0;0;0;K;0;0;0;0;K;0;0;0;K;0;0;0;K;0;K;0;0;0;0;0;0;0;K
T;T;T;0;0;0;0;0;0;0;0;0;0;0;0;K;0;0;0;K;0;0;0;0;K;K;K;K;K;K;K;K;K;K;K;K;0;K;0;K;0;K;K;K;K;K;K;K
7;7;7;0;0;1;1;0;0;0;0;0;0;0;0;K;0;0;0;K;0;0;0;0;K;0;0;0;0;K;0;0;0;K;0;0;0;K;0;K;0;0;0;0;0;0;0;K
7;7;7;7;1;1;1;0;0;0;0;0;0;0;0;K;0;0;0;K;0;0;0;0;K;0;0;0;0;K;0;0;0;K;0;0;0;K;0;K;0;0;0;0;0;0;0;K
