\;\;\;\;\;\;\;\;\;\;\;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;h;h;0;0;0;0;h;h;h;1;1;1;1;1;1;1;1;1;1;1
\;\;\;\;\;\;\;\;\;\;\;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;h;h;h;0;0;0;0;h;h;h;h;h;h;1;1;1;1;1;1;1;1
\;\;\;\;\;\;\;\;\;\;\;1;1;1;\;1;1;1;1;1;0;0;0;0;0;0;0;\;\;\;\;\;\;h;h;0;0;0;0;\;\;h;h;h;1;1;1;1;1;1;1;1;0
\;\;\;\;\;\;\;\;\;\;\;\;\;\;\;0;0;0;0;0;0;0;0;0;0;0;0;\;\;\;\;\;\;h;h;0;0;0;0;\;\;\;\;\;1;1;1;1;1;1;1;1;0
\;0;\;\;\;\;\;\;\;\;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;\;\;\;\;\;\;\;0;0;0;0;0;\;\;\;\;0;1;1;1;1;0;0;0;0
0;0;\;\;\;\;\;\;\;\;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;\;\;\;\;0;0;0;0;0;0;0;\;\;\;0;0;0;0;0;0;0;0;0;0
0;0;0;\;\;\;\;\;\;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;\;\;\;\;\;\;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;\;\;\;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
