1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ^ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 ^ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0
0 0 P 0 0 0 0 0 0 0 ^ ^ ^ ^ ^ ^ 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 P 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 > W v v v 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Q F ^ S L B L ^ ^ 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 O B v < R C S Q 0 > 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 D S R 1 O > R B L D v ^ ^ ^ ^ ^ ^ ^ ^ ^ ^ ^ ^ ^ ^
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 D S B 0 _ R _ < B R W D D D D D D D D D D D D D D
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 D F O B C O Q > Q 1 v 1 1 1 1 1 1 1 1 0 0 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 D v L v O W D < C O 1 < 1 1 1 1 1 1 1 _ 0 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 D O Q S L _ D 1 C > > 0 0 1 0 0 0 0 1 0 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 D S C < _ F Q < < F > 0 0 1 0 0 0 0 1 0 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 D F O W L 1 > 1 > O 0 0 0 0 0 0 0 0 1 0 D D D D D
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 D W D 0 F _ L R Q O ^ ^ ^ ^ ^ ^ 0 0 1 0 D D D D D
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 D v L S < < ^ L O F C < ^ O v v F C 1 0 D D D D D
1 1 1 1 D D D D D D D D D D 0 0 Q C W Q v C B D R > > S D < C Q v W D ^ 0 0 0 0
