1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 R 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 < 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
1 0 0 0 0 0 0 0 < 1 1 0 _ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ^ 0 0 0 0 1 1
0 0 0 0 0 0 0 0 < 1 1 0 0 1 1 1 1 1 1 1 0 0 0 ^ ^ ^ ^ ^ ^ ^ ^ ^ ^ 1 ^ ^ ^ 0 1 0
0 0 0 0 0 0 0 0 < 1 1 0 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ^ 1 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0
0 0 P 0 0 0 0 0 D D D D D D D D D D D 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 P 0 0
0 0 0 0 0 0 0 0 D D D D D D D D D D D 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0
1 0 0 0 0 0 0 0 D D D D D D D D D D D 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 1 0
1 0 0 0 0 0 0 0 D D D D D D D D D D D 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 1 0
1 0 0 0 0 0 0 0 D D D D D D D D D D D 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 1 0
1 0 0 0 0 0 0 0 D D D D D D D D D D D 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 1 0
1 0 0 0 0 0 0 0 D D D D D D D D D D D 0 0 0 0 0 0 0 0 0 1 1 v v v 0 0 0 0 0 1 0
1 0 0 0 0 0 0 0 D D D D D D D D D D D 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 0
1 0 0 0 0 0 0 0 D D D D D D D D D D D 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 0
1 0 0 0 0 0 0 0 D D D D D D D D D D D 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 0
1 0 0 0 0 0 0 0 D D D D D D D D D D D 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 0
1 0 0 0 0 0 0 0 D D D D D D D D D D D 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 1 0 D D D D D D D D D D D 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
1 1 1 1 1 1 1 1 D D D D D D D D D D D 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
