k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;N;N
k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;N;N
k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;N;N
k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;N;N
k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;N;N
k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;N;N
k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;N;N
k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;N;N
k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;N;N
k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;N;N
k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;N;N
k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;N;N
k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;N;N
k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;N;N
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
