k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;N;N;N;N;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;N;N;N;k;k;k;k;k;k;k;k;k;0;0;0;0;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;N;N;N;N;k;k;k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;N;N;k;k;k;k;k;k;k;k;k;k;k;k;N;N;N;N;k;k;k;k;k;k;k;k;k;k;k
k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;N;N;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;N;N;k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;N;N;k;k;k;0;0;k;k;k;k;k;0;0;0;N;N;0;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;N;N;N;k;k;k;k;0;0;k;k;k;k;k;0;0;0;0;N;N;k;k;k;k;k;k;k;k;k;k
k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;0;0;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;N;N;N;0;0;0;0;0;k;k;k;0;0;0;0;0;0;0;0;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;N;N;N;k;k;k;k;k;k;k;k;k;0;0;0;0;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k;k
k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;k;k;k;k;0;0;0;0;k;k;k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;N;N;N;0;0;0;0;0;0;k;k;0;0;0;0;0;0;0;0;0;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;N;N;N;N;N;k;k;k;k;0;0;0;0;0;0;0;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k
k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;k;k;0;0;0;0;0;0;0;0;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;N;N;N;k;k;k;k;k;k;k;k;k;k;k;k;k;k;k;0;0;0;0;N;N;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k
k;k;k;k;k;N;N;N;N;k;k;k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;N;N;N;k;k;k;k;k;k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k
k;k;k;k;N;N;N;N;N;k;k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;N;N;N;k;k;k;k;k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;k;k;k;k
k;k;k;k;N;N;N;0;0;0;0;0;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;N;N;N;0;0;0;k;k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;0;0;0;0;0;0;0;0;0;N;k;k;k;k
k;k;k;k;0;0;0;0;0;0;0;0;0;0;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;N;0;0;0;0;0;0;0;k;k;k;k;k
k;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;N;N;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;0;0;0;0;0;0;0;k;k;k;k;k
