1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 1 v _ Q < S D W O F C W O < L L D v D C S > L S W ^ _ 1 > F ^ B D R O 1 B 0 0 < 0 W ^ > O 1 < F O v Q L O B D v > v S S ^ 0 _ F L D L ^ > _ _ O > _ Q v D ^
1 0 ^ Q R S S L R v C S S O < 1 < O B < O S W F D O v S < F O O B _ F _ O B Q _ v ^ L C B O > < O 1 D 1 0 O 0 D Q B _ O Q v R 1 Q L > D D < D R B 1 W B > 0 R R
1 0 D C Q v L v F W _ < L F O O F R B C R 1 F 1 Q > > v > C L B Q O S 0 v D _ S Q L W L 0 S _ > F O Q 0 D > W S Q C L R L < 0 < _ L W F C F 0 R S L D W W D L C
1 0 0 L F S < 0 > D D < 1 < F O 1 0 0 S R C W v L v v D > Q 0 F 1 B > v 0 R ^ S L v W Q L B C ^ D 1 < Q < 0 C D S F F > L O ^ L F v D > v 0 F L F > 0 S 1 v 1 v
0 0 ^ L _ 0 S F R Q Q C F L S > W D _ L ^ O Q < Q Q R O Q < Q D W R v W > 0 S Q ^ W 0 O O L Q B D W B B F D 1 _ D ^ 0 _ > W B 1 L 0 D ^ _ D B < 0 F S O 0 B F 0
0 0 ^ D Q B O L W O D S Q R ^ B > D Q F v ^ ^ D B W v C _ F _ D > D 0 B < L Q < v < S v 0 O S F W R B < ^ B ^ R F C ^ W 1 0 1 S v < 1 Q Q W < R O B 0 C C 1 1 0
0 0 0 0 D O v R S Q 0 ^ 0 Q L 1 C W < > L F Q v R v W < 1 _ > O < W L 1 S C D Q _ C S O v 0 < _ F 0 < F Q > Q F O D 1 R Q W L F ^ C L R F v _ C < 1 C < 0 0 0 0
0 0 P 0 0 1 _ O W v Q B 1 < F 0 D v v < C 0 R R F 0 B D B F ^ > W F 0 1 L C W _ _ Q R < D L O C C 0 D < L _ S F 0 B Q B D O F > 1 O > 1 F F W S B S Q < 0 P 0 0
0 0 0 0 S 0 W _ < v 1 ^ < Q L R > > Q R v Q O 1 D C C ^ B D C < C L R B L 1 C F S L ^ R F F _ 1 O B 0 1 D 0 Q < 1 L 1 1 D W O O D _ D _ _ D < < > C _ S 0 0 0 0
1 0 S < L L Q v > S ^ > L R C 0 C v F _ 0 O W _ B W D < S O _ R 1 < _ C 1 D C 1 > 0 S Q O Q B O v _ _ F ^ D Q < ^ L ^ 1 R D W C B < B Q v F ^ 1 F W v 0 1 C L ^
1 0 R B 1 L 1 _ D 0 Q O D B B L 1 W C S _ v L < F < 1 C < W v L _ S > v > O ^ O v < W B > L v D > O 1 ^ ^ 1 B < O ^ _ C W F > C 1 > _ W B O D _ 0 W R _ O O < B
