1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 B L F > 1 1 B v L C F 0 1 1 > v R _ D O < C < B 0 O C _ _ O < _ O F 0 F _ D < 0 D C v Q L S B R D < W < 1 O > Q B Q S S > F ^ v < ^ > L F 0 W _ B O C > W B
1 0 B S _ Q W < 1 L L C D O F Q O L L C F S R D S C < O W v S D v B C W Q R W Q R > 0 W ^ S Q F O _ 0 L v W v > W F > L O F < B W ^ Q O ^ S v R _ F 0 D v R 1 1
1 0 W 0 D B O R W B C v C v R v W < > 1 < B C 0 R L C F S Q D B 0 0 < Q F _ Q S R v ^ D D Q 0 0 1 < L O W 0 C Q W S B ^ F _ F ^ 1 C _ < W _ 0 Q O 0 < L R _ B 1
1 0 _ > L D C Q > L > v v C 0 R S W C B O > F < L B Q < W O > L < D R R L O 1 Q R B R Q _ S B S < F B R W Q F F S L > Q R Q v L Q R S S F 0 D < 1 D F L D W < D
0 0 Q B C > B L > 0 B C C S 0 < D _ v > Q 0 1 W W Q Q W D S _ ^ D B O D > B v L 0 Q C > _ S > B < > < < R R L C L 1 v < < D _ > _ S _ W F > v < > _ W ^ > D L 0
0 0 D < < B F O B R ^ _ F ^ W ^ L > Q O _ R O W _ Q R 0 0 ^ v C > C W D B 0 < v R C O 1 W _ R ^ ^ F W S S _ F _ C L R _ O D 0 0 C R 0 Q S 1 O _ L _ W > ^ v D 0
0 0 0 0 B C Q 1 O B W 0 F O W W L D Q 0 > O > D _ C ^ > C R R S 0 R O O 1 1 Q v F > > _ > B W 1 ^ _ B > ^ B D _ 0 D Q O _ C < ^ W Q < Q < ^ Q C v B _ L 0 0 0 0
0 0 P 0 L 0 > F S L B ^ 0 F O O _ F v B ^ F _ _ C B W 1 1 L L v F O W > O ^ B R D _ F 0 S 0 L v v < > R 1 v S W ^ D F C ^ O 1 F O v D v B S W F _ L _ ^ 0 P 0 0
0 0 0 0 B F R W v < L Q L ^ O B > L v L < 0 1 F W Q R 1 F R B > W < 0 0 _ R ^ 0 D > R > R C v v L > L > ^ < S Q O F C F L Q O v B D F 1 L O F < S C O _ 0 0 0 0
1 0 B R ^ F R Q O B O 0 v v W R v 0 _ O D _ _ _ F F v D 0 R F 1 0 > Q O D S Q v F S S W _ B S O S L D v S W O O > v _ > W _ _ > ^ _ W C S Q O Q D L S R B v 0 1
1 0 F C 0 W Q C 1 S C _ v > ^ C 0 < S 0 C D W W _ B 0 C O _ D R ^ v ^ F R 1 B ^ O v L > v ^ R C C 0 0 0 R F S v 1 1 0 v F B S Q _ 0 1 O S F _ 1 Q 1 R L _ W ^ >
1 0 S B B W 0 v _ Q 0 ^ D R _ S D < O Q C O F B ^ R D W L > O D O > W W S F < > 1 1 L W W W L ^ R 1 > O Q 0 W W C W _ L < > S > 0 Q Q v L < v S D F 1 < 0 L S R
