];];];];];];];];];];];];];];];];];];];];];];];];];];];[;[;[;[;[;[;[;[;[;[;[;[;[;[;[;[;[;[;[;[;[;[;[;[;[;[;0;0;0;0;[;[;[;[;[;[;[;[;[;[;[;[;[;[;[;[;[;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
];];];];];];];];];];];];];];];];];];];];];];];];];];];];[;[;[;[;[;[;[;[;[;[;[;[;0;0;[;[;[;[;[;[;[;[;[;[;[;0;0;0;0;[;[;[;[;[;[;[;[;[;[;[;[;[;[;[;[;[;P;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
];];];];];];];];];];];];];];];];];];];];];];];];];];];];[;[;[;[;[;[;[;[;[;[;[;0;0;0;0;[;[;[;[;[;[;[;[;[;[;0;0;0;0;[;[;[;[;[;[;[;[;[;[;];];[;[;[;];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];[;[;[;];];];[;[;[;[;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[;[;[;[;[;[;[;[;[;];];];[;[;];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];[;[;];];];];[;[;[;[;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[;[;[;];];];[;[;[;];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];[;[;[;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[;[;[;];];];];];[;];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];[;[;[;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[;[;];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];[;[;[;[;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[;[;[;[;];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];[;[;[;[;0;0;0;0;0;0;0;0;[;[;[;[;];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];[;0;0;0;0;0;0;0;0;[;];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];[;0;0;0;0;0;0;0;0;[;];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];[;0;0;0;0;0;0;0;0;[;];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];[;0;0;0;0;0;0;0;0;[;];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];[;0;0;0;0;0;0;0;0;[;];];];];];];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];[;0;[;[;[;[;[;[;0;[;];];];];];];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];[;[;[;];];];];[;[;[;];];];];];];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];0;0;0;0;];];];];];];];];];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;];];];0;0;0;0;0;0;0;0;0;];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;];];];];];];];];];];];];0;0;0;0;0;0;0;0;0;];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;];];];];];];];];];];];0;0;0;0;0;0;0;0;];];];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;];];];];];];];];];0;0;0;0;0;0;0;0;0;0;];];];];];];];];];0;0;0;0;0;0;0;0;];];];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;];];];];];];];];];];0;0;0;0;0;0;0;0;0;];];];];];];];];];0;0;0;0;0;0;0;0;];];];];];];];];];];];];];];];];];];];];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;];];];];];];];];];];];0;0;0;0;0;0;0;0;];];];];];];];];];0;0;0;0;0;0;0;0;];];];];];];];];];];];];];0;0;0;0;0;0;];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;];];0;0;0;0;];];0;0;0;0;0;0;0;0;];];];];];];];];];0;0;0;0;0;0;0;0;];];];];];];];];];];];];];0;0;0;0;0;0;];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;];];0;0;0;0;];];0;0;0;0;0;0;0;0;];];];0;0;0;0;];];0;0;0;0;0;0;0;0;];];];];];];];];];];];];0;0;0;0;0;0;0;];];];]
];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;];];0;0;0;0;];];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;];];];];];];];];];];0;0;0;0;0;0;0;];];];]
