);););););););););););M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;K;M;M;K;M;M;K;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;C;C;M;M;M;M;0;0;0;0;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;a;a
););););););););););M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;N;C;M;M;M;M;C;C;M;M;M;M;M;M;M;M;M;M;M;M;K;M;M;K;M;M;K;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;C;C;M;M;M;0;0;0;0;0;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;a;a;a
););););););););););M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;N;N;C;0;0;0;M;M;N;N;M;M;M;0;0;0;M;M;M;M;M;K;M;M;K;K;K;K;K;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;C;N;0;0;0;0;0;0;0;0;0;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;a;a;a
);););););););););M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;N;0;0;0;0;0;0;0;C;N;0;0;0;0;0;0;M;M;M;M;K;M;M;K;M;0;0;0;0;0;0;N;M;M;M;M;M;M;M;M;M;M;M;C;N;0;0;0;0;0;0;0;0;0;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;a
);););););););););M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;M;K;K;K;K;K;K;0;0;0;0;0;0;0;N;C;M;M;M;M;M;M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;0;0;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;a;a;a;a
););););););););););M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;0;0;0;0;M;M;C;C;M;M;K;M;M;K;0;0;0;0;0;0;0;C;C;M;M;M;M;M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;0;0;0;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;a;a
););););););););););M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;0;0;0;0;M;C;C;M;M;M;K;M;M;K;0;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;0;M;M;0;0;0;0;0;0;0;0;0;0;0;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;a;a
););););););););););M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;0;0;0;0;0;0;0;0;M;M;M;M;M;M;0;0;K;K;K;K;K;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;M;0;0;M;0;0;0;0;0;0;0;0;0;0;0;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;a;a;a
);););););););););M;M;M;M;M;M;M;M;M;C;C;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;0;0;0;0;0;M;N;N;M;M;M;M;0;0;0;0;0;K;M;M;K;0;0;0;0;0;0;0;0;M;M;M;M;M;M;M;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;a;a;a
););););););););M;M;M;M;M;M;M;M;M;C;C;C;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;N;N;M;M;M;M;0;0;0;0;0;K;M;M;K;0;0;0;0;0;0;0;0;0;M;M;M;M;M;C;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;a
