);););););););Í;Í;Í;Í;Í;Í;);););););););););););););););Í;Í;Í;Í;););Í;Í;);););0;0;0;0;0;0
);Í;Í;Í;Í;););Í;Í;Í;Í;Í;););););););Í;Í;Í;););););););Í;Í;Í;Í;Í;););););););0;0;0;0;0;0;0
Í;Í;Í;Í;Í;);););Í;Í;Í;Í;););););););Í;Í;Í;Í;);););););Í;Í;Í;Í;Í;););););0;0;0;0;0;0;0;0;0
Í;Í;););););););Í;Í;Í;Í;0;0;0;););););Í;Í;Í;););0;);););Í;Í;Í;););0;0;0;0;0;0;0;0;0;0;0;0
););););0;0;0;0;Í;Í;Í;0;0;0;0;0;0;););););););0;0;0;0;);Í;Í;Í;0;0;0;0;0;0;0;0;0;0;0;0;0;0
);););0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;);););0;0;0;0;0;Í;Í;Í;0;0;0;0;0;0;0;0;0;0;0;0;0;0
);););0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
);););0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
););0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
););0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
););0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
););0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
););0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Í;););0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Í;););););0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Í;Í;););););Í;Í;Í;Í;););););0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Í;Í;Í;Í;););););)
Í;Í;);););Í;Í;Í;Í;Í;););););););0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;););Í;Í;Í;Í;Í;););););)
Í;Í;););Í;Í;Í;Í;Í;Í;Í;);););););0;0;0;0;0;0;0;0;);););););););););););Í;Í;Í;Í;Í;Í;);););)
););););Í;Í;Í;Í;Í;Í;Í;););Í;Í;Í;0;0;0;0;0;0;0;0;);););););););););););Í;Í;Í;Í;Í;Í;);););)
);););););););Í;Í;Í;Í;););Í;Í;Í;0;0;0;0;0;0;0;0;););););Í;Í;Í;);););););Í;Í;Í;Í;Í;);););)
);Í;Í;Í;););););););););););Í;Í;0;0;0;0;0;0;0;0;););););Í;Í;Í;Í;););););););Í;Í;Í;););Í;Í
);Í;Í;Í;););););););););););););0;0;0;0;0;0;0;0;);););Í;Í;Í;Í;Í;Í;Í;););););););););Í;Í;Í
););););););););););Í;Í;););););0;0;0;0;0;0;0;0;);););Í;Í;Í;Í;Í;Í;Í;Í;);););););););Í;Í;Í
