1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1
1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;_;_;_;0;0;0;0;_;_;0;0;_;_;0;0;0;0;0
1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1
1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;>;0;0;0;0;0;<;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;>;0;0;0;0;0;<;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;>;0;0;0;0;0;<;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;_;_;_;_;1;1;1;1;1;1;1;1;>;0;0;0;0;0;<;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;>;0;0;0;0;0;<;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;>;0;0;0;0;1;1;1;1;1;1;1;1;>;0;0;0;0;0;<;1;1;1;1;1
1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;>;0;0;0;0;1;1;1;1;1;1;1;1;>;0;0;0;0;0;<;1;1;1;1;1
