1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
1;1;0;0;0;0;0;0;0;0;0;0;0;_;_;1;1;1;1;1;1;1;1;1;1;_;_;0;0;0;0;0;0;0;0;0;0;0;1;1
1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1
1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;S;1;1;0;0;0;0;1;S;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1
1;1;0;0;0;0;0;0;1;1;1;S;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;S;1;1;1;1;0;0;0;0;0;0;1;1
1;1;0;0;1;1;0;0;1;1;1;1;0;0;0;S;1;1;0;0;0;0;1;S;0;0;0;0;1;1;1;1;0;0;1;1;0;0;1;1
1;1;C;C;1;1;0;0;1;1;1;S;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;S;1;1;1;1;0;0;1;1;C;C;1;1
1;1;0;0;1;1;0;0;1;1;1;1;0;0;0;S;1;1;0;0;0;0;1;S;0;0;0;0;1;1;1;1;0;0;1;1;0;0;1;1
1;1;0;0;1;1;1;1;1;1;1;S;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;S;1;1;1;1;1;1;1;1;0;0;1;1
1;1;0;0;1;1;1;1;1;1;1;1;0;0;0;S;1;1;0;0;0;0;1;S;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;1
0;0;0;0;0;0;1;1;1;1;1;S;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;S;1;1;1;1;1;1;0;0;0;0;1;1
0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;S;1;1;0;0;0;0;1;S;0;0;0;0;1;1;1;1;1;1;0;0;0;0;1;1
1;1;1;1;0;0;0;0;1;1;1;S;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;S;1;1;1;1;0;0;0;0;1;1;1;1
1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;S;1;1;0;0;0;0;1;S;0;0;0;0;1;1;1;1;0;0;0;0;1;1;1;1
1;1;1;1;1;1;0;0;0;0;1;S;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;S;1;1;0;0;0;0;1;1;1;1;1;1
1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;S;1;1;0;0;0;0;1;S;0;0;0;0;1;1;0;0;0;0;1;1;1;1;1;1
1;1;1;1;1;1;1;1;0;0;1;S;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;S;1;1;0;0;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;S;1;1;0;0;0;0;1;S;0;0;0;0;1;1;0;0;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;S;1;1;0;0;0;0;1;S;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;S;1;1;0;0;0;0;1;S;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;0;0;0;0;0;_;0;1;1;1;0;0;0;0;1;1;1;0;_;0;0;0;0;0;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1
