d;d;N;N;N;N;h;N;h;h;0;0;N;N;N;h;h;N;N;N;d;d;d;d;d;d;d;h;h;h;d;d;N;d;N;N;N;N;N;N;0;N;N;h
d;N;N;N;N;N;N;h;h;h;0;0;0;N;N;h;h;d;d;d;d;d;d;d;d;h;h;N;N;h;d;d;N;N;N;N;N;N;N;N;0;N;N;h
0;N;N;h;h;h;h;h;h;h;0;0;0;N;N;N;h;h;h;0;0;d;d;d;d;N;h;N;N;h;d;h;N;N;N;0;N;N;0;0;0;N;N;h
0;N;h;h;h;h;h;h;h;h;0;0;N;N;N;N;h;h;d;d;d;d;d;d;d;d;d;d;N;h;h;h;N;N;N;0;N;N;0;0;0;N;N;h
N;N;h;h;0;0;0;h;h;h;0;0;0;0;N;N;h;N;h;h;0;d;d;d;0;N;N;N;h;h;h;h;N;N;0;0;N;N;0;0;0;0;N;h
N;N;h;h;0;0;0;h;h;h;0;0;0;0;0;N;h;h;N;N;0;d;d;d;0;N;N;N;N;h;h;N;N;N;0;0;0;N;h;0;0;0;N;h
N;h;h;h;0;0;0;h;N;N;0;0;0;0;0;N;N;h;N;N;0;d;d;d;0;N;N;N;N;N;N;N;N;N;0;0;0;N;h;0;0;0;h;h
N;h;h;0;0;0;0;0;N;N;0;0;0;0;0;0;N;h;N;N;0;0;d;d;0;0;N;N;N;0;h;h;N;N;N;0;0;N;h;0;0;0;h;h
N;h;0;0;0;0;0;0;h;N;0;0;0;0;0;0;0;h;N;h;0;0;d;d;0;0;N;N;0;0;h;h;h;N;N;0;0;h;h;h;0;0;h;h
N;d;0;0;0;0;0;0;h;N;0;0;0;0;0;0;0;0;h;h;0;0;d;0;0;0;0;N;0;0;h;h;h;N;N;0;h;h;h;h;0;0;h;h
h;d;0;0;0;0;0;0;h;0;0;0;0;0;0;0;0;0;h;h;0;0;d;0;0;0;0;N;0;0;0;h;h;N;N;0;N;N;h;h;h;0;h;h
d;d;0;0;0;0;0;0;h;0;0;0;0;0;0;0;0;0;h;h;0;0;d;0;0;0;0;N;0;0;0;h;h;N;h;h;N;N;h;h;h;N;N;h
d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;0;0;d;0;0;0;0;0;0;0;0;h;h;h;h;h;N;N;0;h;h;N;N;h
d;h;h;h;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;h;0;0;d;d;0;0;0;0;0;0;0;h;h;h;h;N;N;N;0;h;h;N;N;h
d;h;h;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;h;0;0;d;d;d;0;0;0;0;0;0;0;0;0;N;N;N;N;0;h;h;N;N;h
d;d;h;0;0;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;0;0;0;0;0;0;0;0;0;0;N;N;0;0;0;h;0;N;N;h
d;d;0;d;0;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;h;0;0;0;h
d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;0;0;0;h
d;0;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h
d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d;0;d;d;0;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N;N;0;0;d;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;h;h;h;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N;N;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;h;h;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d;h;0;d;0;0;h;h;h;h;h;0;0;0;0;0;0;0;0;N;N;d;d;d;d;0;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
h;h;h;N;N;N;h;h;h;h;h;0;0;0;0;0;0;0;0;N;N;d;d;d;d;0;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N;N;h;N;N;N;N;h;h;h;h;0;0;0;0;0;0;0;0;N;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N;N;N;N;N;h;h;N;h;h;h;0;0;0;0;0;0;0;0;0;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
h;N;N;h;h;N;N;N;N;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
h;N;N;h;h;N;N;N;N;0;0;0;0;0;0;0;0;0;0;d;0;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;d;d;0;0;0;0;0
