h;h;0;0;0;0;0;0;0;0;d;d;0;d;0;d;d;0;d;0;d;d;0;0;0;0;d;0;0;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;d;0;0;0;d;0
h;h;0;0;0;0;0;0;0;0;N;d;0;d;d;d;d;0;d;0;d;d;0;0;0;0;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;d;0;d;d;d;d;d;d;d;d;d;d;d;d;0;d;d;d
h;0;0;0;0;0;0;0;0;0;N;0;0;d;0;d;d;0;d;0;0;d;0;0;0;0;d;0;0;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;d;0;d;0;d;0;0;d;d;d;d;d;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;N;0;d;d;0;d;d;d;d;h;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;d;d;0;d;0;d;0;d;d;d;d;d;d;d;0;d;0;d;d
0;0;0;0;0;0;0;0;0;0;0;0;d;0;0;d;d;0;h;h;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;d;d;d;d;0;0;d;d;d;d;0;0;d;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;d;0;0;d;d;0;0;h;0;0;0;0;0;0;0;0;d;0;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;d;0;0;d;d;d;d;d;d;d;d;d;d;d;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;0;h;0;0;0;0;0;0;0;0;d;0;0;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;d;d;d;d;d;d;0;d;d;d;0;0;d;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;d;0;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;d;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;N;d;d;0;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
