0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;0;d;0;0;0;0;0;h;h;d;d;d;d;d;d;d;0;d;0;d;0;d;d;d;d;0;d;0;d;d;d;d;d;d;d;d;d;0;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;0;d;0;0;0;0;0;h;h;d;d;d;d;d;d;d;0;d;0;d;d;d;d;d;d;d;d;0;d;d;d;d;d;d;d;d;d;0;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;0;0;0;0;0;0;0;h;h;h;h;d;d;d;h;h;h;h;0;d;0;d;d;d;d;0;d;0;0;d;d;d;d;d;d;d;d;0;0;0;0;0;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;d;d;d;h;h;h;d;0;d;d;d;d;d;d;0;d;0;0;d;d;d;d;d;d;d;d;0;0;0;0;0;d;0;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;d;d;d;d;d;0;d;0;d;0;d;d;d;d;d;d;0;0;d;d;d;d;d;d;d;N;0;0;0;0;0;0;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;h;d;d;d;d;0;d;0;d;0;d;d;d;d;0;h;0;0;d;d;d;d;d;d;d;N;0;0;0;0;0;0;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;h;d;d;d;d;0;0;0;d;0;d;d;d;d;0;h;0;0;d;d;d;d;d;d;N;N;0;0;0;0;0;0;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;d;d;d;d;0;0;0;h;0;d;d;d;d;0;0;0;d;d;d;d;d;d;d;N;N;0;0;0;0;0;0;0;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
h;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;d;d;d;d;0;0;0;h;0;d;d;d;d;0;0;0;0;d;d;d;d;d;d;N;N;0;0;0;0;0;0;N;N;N;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
h;N;N;N;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N;N;d;d;d;d;0;0;0;d;0;d;d;d;d;d;d;0;0;d;d;d;d;d;d;N;d;0;0;0;0;0;N;N;N;N;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
h;h;h;N;N;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;N;0;0;0;h;0;d;d;d;d;0;d;0;0;h;h;d;d;d;d;N;d;0;0;0;0;0;0;0;N;N;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
h;h;h;h;h;h;h;N;N;N;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;N;N;0;0;0;0;d;d;d;d;0;d;0;0;h;h;d;d;d;d;d;d;0;0;0;0;0;0;0;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
d;d;d;d;d;d;d;h;h;h;h;h;h;h;h;h;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;N;N;0;0;0;0;N;d;d;0;0;d;0;0;0;d;d;d;d;d;N;d;0;0;0;0;0;h;h;h;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
d;d;d;d;d;d;d;h;h;h;N;N;N;N;h;h;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;0;0;0;0;0;N;d;d;d;0;d;0;0;0;d;d;d;d;d;d;0;0;0;0;0;0;0;h;h;h;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;h;h;N;N;N;h;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;d;d;0;0;0;0;0;N;N;d;0;0;0;0;0;0;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;d;0;d;d;d;d;d;d;d;d;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;h;h;h;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;d;d;0;0;0;0;0;N;N;d;0;0;0;0;0;0;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;d;0;d;0;d;d;d;d;d;d;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;d;d;0;0;0;0;0;N;N;d;0;0;0;0;0;0;d;d;d;d;d;h;h;0;0;0;0;0;0;0;0;0;0;d;d;0;0;d;d;d;d;d;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;d;d;0;0;0;0;0;N;N;d;0;0;0;0;0;0;d;d;d;h;h;h;h;0;0;0;0;0;0;0;0;0;0;d;0;d;d;d;0;d;d;d;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;0;0;0;0;0;d;d;d;0;0;0;0;0;0;d;d;d;h;h;h;N;0;0;0;0;0;0;0;0;d;d;0;0;d;0;d;0;d;d;d;d;d;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;0;0;0;0;0;d;d;d;0;0;0;0;0;0;d;d;d;h;N;N;N;0;0;0;0;0;0;0;0;d;d;0;0;d;0;N;0;d;d;d;d;0;d;d;d;d
d;d;d;d;d;d;d;d;d;d;d;N;N;N;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;0;0;0;0;0;d;d;d;0;0;0;0;0;0;d;d;d;d;N;N;0;0;0;0;0;0;0;0;0;d;0;d;d;d;0;N;0;d;0;0;0;d;0;0;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;0;0;0;0;0;d;d;d;0;0;0;0;0;0;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;d;0;d;0;0;d;0;0;d;d;d;0;d;0;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;0;0;0;0;0;d;d;d;d;0;0;0;0;0;d;d;d;d;0;0;0;0;0;N;N;N;d;d;d;d;d;d;0;0;d;0;0;0;0;d;d;d;0;d;d;d
d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;d;0;0;0;0;0;d;d;h;h;0;0;0;0;0;d;d;d;d;0;0;0;0;0;N;N;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;d;0;0;0;d
d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;d;0;0;0;0;0;d;h;h;h;0;0;0;0;0;d;d;d;d;0;0;0;0;0;N;N;h;d;d;d;d;d;d;d;d;0;0;d;h;h;0;0;0;d;d;N;0
d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;d;0;0;0;0;0;d;h;h;0;0;0;0;0;0;d;d;d;d;0;0;0;0;0;0;h;h;h;d;d;d;d;d;d;d;d;d;0;h;h;0;d;0;0;0;N;N
