1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 S W W W W W W W W W W W W W W W W W W W W W W 1 1 1 1 1
1 0 S 0 0 0 0 0 0 0 0 0 S W W W W W W W W W W W W W W W W W W W W W W 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 S W W W W W W W W W W W W W W W W W W W W W W 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 S W W W W W W W W W W W W W W W W W W W W W W 1 1 1 1 1
0 0 0 0 0 0 0 0 S 0 0 0 S W W W W W W W W W W W W W W W W W W W W W W 1 1 1 1 0
0 0 0 0 0 0 0 0 0 0 0 0 S W W W W W W W W W W W W W W W W W W W W W W 1 1 1 1 0
0 0 0 0 0 0 S 0 0 0 0 S 0 L D ^ L 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0
0 0 P 0 0 0 0 0 0 0 S 0 0 L F S B ^ ^ ^ ^ ^ ^ 1 1 1 1 1 0 0 0 0 0 0 0 1 0 P 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 L < > 1 S S 0 0 0 0 1 1 1 1 1 0 S 0 0 0 0 0 1 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 L ^ D ^ 0 0 0 0 S 0 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 L v O Q > ^ 0 0 0 0 S 1 1 1 1 0 0 0 0 S 0 0 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 L D L B < v S 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 1
1 0 S 0 0 0 0 0 0 0 0 0 0 L F L W L 0 S 1 1 1 1 1 1 1 0 S 0 0 0 0 0 0 0 1 1 1 1
1 0 0 0 0 0 0 0 S 0 0 0 0 L W O Q L 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 S 1 1 1
1 0 0 0 0 0 0 0 S 0 0 0 0 L < _ S S C C C 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 S 1 1
1 0 0 0 0 0 0 0 0 0 0 S 0 L C R W 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 S 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 L ^ R O F C C C 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 L R S > 1 C W S L < F D < 0 0 0 0 0 0 0 S 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 L B B W ^ C v < Q 1 L F > > O W W W W W W W W W W W W
1 0 0 0 0 0 0 0 0 0 0 0 1 _ R O ^ ^ > > > C W ^ Q R F F Q Q D W W W W W W W W W
1 1 1 1 1 1 0 0 0 0 0 0 1 R Q O < > F S > C < < 0 0 1 O > L ^ 1 1 1 1 1 1 1 1 1
