k;k;k;k;k;k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;0;0;0;k;k;k;k;k;k;k;k;k;k;k;0;k;k;k;k;k;k;k;k;k;k;k;0;0;k;k;k;k;k;0;k;k;k;k;k;k;k;k;k;0;k;k;k;k;k;k;k;k;k;0;0;0;M;k;M;k;k;M;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M;M;0;M
k;k;k;k;k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;0;0;0;0;0;k;k;k;k;k;k;k;k;k;k;0;k;k;k;k;k;k;k;k;k;k;k;0;k;k;k;k;k;k;0;k;k;k;k;k;k;k;k;0;0;k;k;k;k;k;k;k;k;k;0;0;0;M;M;M;M;k;M;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M;M;0;M
k;k;k;k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;0;0;0;0;0;0;k;k;k;k;k;k;k;k;k;k;0;k;k;k;k;k;k;k;k;k;k;k;0;k;k;k;k;k;k;0;0;0;k;k;k;k;k;k;0;k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;k;M;k;M;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M;M;0;M
k;k;k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k;k;k;k;0;0;0;k;k;k;k;k;k;k;0;0;0;k;k;k;k;k;k;k;k;0;k;k;k;k;k;k;0;0;k;k;k;k;k;k;k;k;0;0;0;0;0;0;k;M;k;M;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M;M;0;M
k;k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;0;0;k;k;k;k;k;k;k;0;k;k;k;k;k;k;k;0;0;0;0;0;0;0;k;M;k;M;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M;M;0;M
k;k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;0;0;k;k;k;k;k;k;k;k;0;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;M;k;M;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M;M;0;M
k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k;k;k;k;0;0;k;k;k;0;0;0;0;0;0;0;0;0;0;0;M;M;M;0;0;0;0;0;0;0;0;0;0;0;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M;M;0;M
k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k;k;k;k;k;0;k;k;0;0;0;0;0;0;0;0;0;0;0;0;k;M;M;0;0;0;0;0;0;0;0;0;0;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M;M;0;M
k;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k;k;k;0;k;0;0;0;0;0;0;0;0;0;0;0;0;0;k;M;M;0;0;0;0;0;0;0;0;0;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M;M;0;0
k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;k;k;k;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M;M;0;0;0;0;0;0;0;0;0;k;k;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M;M;M;M
