0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t;t;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t;t;t;t;t;t;t;t;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;p;p;p;p;p;p
0;0;0;0;0;0;0;0;0;0;0;e;e;e;e;0;0;e;e;0;0;0;0;0;0;0;0;0;0;0;0;0;t;t;t;0;0;t;t;t;t;t;t;0;0;0;0;t;0;0;0;0;0;0;0;e;e;0;0;0;0;p;p;p;p;p;p
0;0;0;0;0;0;0;0;0;0;e;e;e;e;e;0;e;e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t;t;0;t;t;0;0;0;0;0;0;0;0;0;t;t;t;0;0;0;0;e;e;e;0;0;0;p;p;p;p;p;p
0;0;0;0;0;0;0;0;0;e;e;e;e;e;e;e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t;t;t;t;0;0;0;0;0;0;0;0;0;0;0;0;0;e;e;e;e;e;e;e;e;0;p;p;p;p;p;p;p
0;0;0;0;0;0;0;0;0;e;e;e;e;e;e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t;t;t;t;0;0;0;0;0;0;0;0;0;0;0;0;e;e;e;e;e;e;e;e;e;p;p;p;p;p;p;p
0;0;0;0;0;0;0;0;e;e;e;e;e;0;e;e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t;t;t;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;e;e;e;0;p;p;p;p;p;p
0;0;0;0;0;0;0;0;0;e;e;0;0;0;e;e;e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t;t;t;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t;d;d;0;0;0;0;0;p;p;p;p;p;p
0;0;0;0;0;0;0;0;e;e;e;e;e;e;e;e;e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t;t;t;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;0;0;0;0;0;p;p;p;p;p;p
0;0;0;0;0;0;0;0;e;e;0;e;e;e;e;e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t;t;t;0;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;0;0;0;0;0;p;p;p;p;p;p
