0;0;0;0;0;0;e;e;e;e;e;e;0;0;0;0;0;0;0;0;0;0;0;0;t;t;t;t;t;t;t;t;t;t;t;t;d;t;t;t;t;p;p;p;p;p;p;p;p;p;p
0;0;0;0;0;0;0;e;e;e;e;e;e;e;e;e;e;0;0;0;0;0;0;t;t;t;t;t;t;t;d;d;d;d;d;d;d;d;t;t;t;p;p;p;p;p;p;p;p;p;p
0;0;0;0;0;0;e;e;e;e;e;e;e;e;0;e;e;e;0;0;0;0;0;0;0;t;t;t;t;t;t;d;d;d;d;d;d;d;d;d;t;p;p;p;p;p;p;p;p;p;p
0;0;0;0;0;e;e;e;e;e;e;e;e;e;e;0;0;0;0;0;0;0;0;0;0;d;d;d;d;d;d;t;t;d;d;t;t;t;d;d;d;p;p;p;p;p;p;p;p;p;p
0;0;0;0;e;e;e;e;e;e;e;e;e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t;t;d;d;p;p;p;p;p;p;p;p;p;p
0;0;0;0;0;e;e;e;e;0;e;e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t;t;d;p;p;p;p;p;p;p;p;p;p
0;0;0;0;0;0;e;e;e;e;e;e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;t;d;d;p;p;p;p;p;p;p;p;p
0;0;0;0;0;e;e;0;e;0;e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;p;p;p;p;p;p;p;p;p;p
0;0;0;0;0;e;e;e;e;e;e;0;0;0;0;0;t;t;t;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;p;p;p;p;p;p;p;p;p;p
0;0;0;0;e;e;e;e;e;e;e;0;0;0;0;t;t;t;t;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;p;p;p;p;p;p;p;p;p;p
0;0;0;0;e;e;0;e;e;e;e;0;0;0;0;t;t;t;t;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;p;p;p;p;p;p;p;p;p;p
p;p;p;0;0;0;0;e;e;e;e;0;0;0;0;t;t;t;t;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;p;p;p;p;p;p;p;p;p;p
p;p;p;p;0;0;e;e;0;e;e;0;0;0;d;t;t;d;t;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;p;p;p;p;p;p;p;p;p;p
p;0;p;p;0;e;e;e;e;e;e;0;0;0;0;t;t;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;p;p;p;p;p;p;p;p;p;p
p;p;p;p;0;e;e;e;e;e;0;0;0;0;0;t;t;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;p;p;p;p;p;p;p;p;p
p;p;p;p;0;e;e;0;e;0;0;0;0;0;0;t;d;d;d;d;d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d;d;d;t;t;t;p;p;p;p;p;p
