E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E
E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E
E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E
E;E;E;E;E;X;X;X;X;X;X;X;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E
E;E;E;h;X;X;0;0;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E
E;E;h;h;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E
E;X;h;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E
X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0
h;h;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;0;0;0;0;0;0;0;0;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0
h;h;h;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0
E;E;E;E;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0
E;E;E;E;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0
E;E;E;E;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;0;0;0;0;0;0;E;E;E
E;E;E;E;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;E;E
E;E;E;E;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;E;E
E;E;E;E;E;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;E;E
E;E;E;E;E;X;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E
E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;E;E;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E
E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;0;0;0;0;0;0;0;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E
E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E
