E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;X;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;X;0;h;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;X;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;h;h;E;E;E;E
E;E;h;h;E;E;E;E;X;X;X;X;E;E;0;0;X;X;h;h;h;X;X;E;E;E;E;E;E;E;E;E;E;X;X;X;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;X;E;E;E;E;E;E;E;E;h;h;h;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;h;E;E;E;X;E;E;E;E;E;h;h;h;h;X;X;X;X
E;h;h;h;E;E;E;E;X;0;X;X;0;0;0;0;0;0;0;h;h;0;X;X;E;E;E;E;E;h;h;h;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;E;E;E;E;E;E;E;h;h;h;E;E;E;E;E;h;h;E;E;E;E;E;E;E;X;X;X;E;E;E;E;h;E;E;E;E;E;E;E;E;h;h;E;E;E;X;0;E;E;E;h;h;h;h;X;X;0;0;0
E;h;h;E;E;E;E;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;E;E;E;h;h;h;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;E;E;E;E;E;h;h;h;E;E;E;E;X;h;h;h;h;X;X;X;X;X;X;X;0;X;E;E;E;E;h;h;h;E;E;X;X;X;X;h;h;h;X;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0
E;E;E;E;E;E;E;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;E;E;E;h;h;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;E;E;X;E;E;h;h;h;X;X;X;X;X;0;0;0;0;0;0;0;0;0;0;0;0;X;X;X;h;h;h;h;X;X;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
E;E;E;E;E;E;E;h;0;0;0;0;0;0;h;h;h;X;X;0;0;X;h;h;h;E;E;X;h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;X;X;X;h;h;0;0;0;0;0;0;0;0;0;0;0;h;X;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
E;E;E;E;E;h;h;h;0;0;0;0;0;h;h;h;E;E;X;X;X;X;h;h;E;E;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X;X;X;X;E;E;h;h;h;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
E;E;E;E;X;X;h;h;0;0;0;0;0;h;h;X;X;X;X;E;E;E;E;E;X;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;h;h;E;X;X;X;X;E;E;E;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
E;E;E;E;E;0;0;0;0;0;0;0;0;h;X;0;0;0;X;X;X;X;X;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;X;X;0;0;X;X;E;E;E;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
h;h;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;h;h;h;0;0;0;0;X;E;E;X;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
