8046_star3,4023_star3,12069_star3,12069_star3_right
5.223266799934208,1.671108900103718,23.68156659998931,108.23561660014093
15.671609499957412,2.047896899981424,40.655472399899736,104.43143239989877
12.683790900046006,1.503555300179869,53.658908599987626,78.80409849993885
20.627853200072423,2.206654200097546,28.869423300027847,90.80005740001798
19.462463500211015,2.8437257998157293,24.826723099919036,106.56174050015397
20.64123920002021,1.4952152001205832,33.204736799933016,92.45717149996199
13.780384300043806,2.0548233001027256,87.04295179992914,57.64072129991837
9.296693099895492,0.9495340001303703,31.43001680006273,96.41616189992055
4.80984800006263,0.751008199993521,93.36403210018761,69.68942479998805
20.347180699929595,1.1869999000336975,66.37891450012103,104.4831920999568
15.592385099967942,1.2392412000335753,114.25386189995334,55.501720499945804
7.9042267999611795,2.4678259999491274,112.53593060001731,76.10331279993989
6.154060400091112,0.48102969978936017,51.80169600015506,50.50638439995237
10.853326100157574,2.1132292998954654,75.62438219995238,50.24060359993018
15.21160460007377,2.0745254999492317,112.84884829982184,33.68606109987013
12.48259020014666,2.1258976999670267,95.01625519990921,102.77173839998432
20.84969579987228,3.6010080999694765,68.72194610000588,99.67231660010293
19.258897799998522,0.6968670000787824,113.70084279985167,103.45643489994109
6.355357599910349,1.3324561999179423,67.37354389997199,73.79374039988033
13.630818999838084,3.3080416000448167,74.76932580000721,105.70593310007825
21.29252770007588,2.3772282998543233,33.584679499967024,105.3571351999417
14.558726199902594,2.6630669999867678,56.20660989987664,50.24533959990367
17.720644699875265,2.7173087999690324,22.151134200161323,63.308950199978426
19.66393249994144,0.8536533999722451,33.27010239986703,80.31073080003262
16.902191900182515,1.8155522998422384,39.57619190006517,84.3481252999045
13.056596900103614,2.0418271999806166,41.35813629999757,100.83661910006776
13.221206599846482,2.738634599838406,101.72609030012973,85.0605937000364
5.829051899956539,1.7051144000142813,25.63693580008112,46.363196399994195
20.554880999960005,1.7698591998778284,48.782779899891466,88.67361860000528
20.04518279992044,2.1341208000667393,25.86720939981751,56.143993499921635
11.072121600154787,2.3572277000639588,98.45802560006268,85.37372130015865
7.831698199966922,1.594792200019583,25.37525220005773,96.97830580011941
9.19503050018102,1.0175384997855872,30.723086999962106,37.6373437999282
14.158991300035268,1.6468847000505775,61.710978500079364,53.272350899875164
22.461733599891886,1.7606599000282586,39.160144799854606,62.412606299854815
10.041885900078341,2.136012499919161,25.742181500187144,80.19320009998046
19.344998399959877,2.113053400069475,24.24668169999495,91.925331100123
10.145299200201407,1.934527600184083,66.864100900013,10.468922499800101
15.711599600035697,3.146298000123352,83.4242887001019,56.98285869997926
16.735286500072107,2.171347300056368,84.17223849985749,83.88132010004483
19.505928799975663,0.7955454997718334,102.43256659992039,102.57607990014367
9.988562899874523,2.086212700000033,103.4373761001043,86.33025260013528
17.393023200100288,2.219141400186345,97.31361159984954,98.39931189990602
21.290455099893734,2.1482674998696893,60.17599520017393,63.299521000124514
13.00621709995903,2.065318600041792,45.469724300084636,95.75362229999155
20.311488799983636,1.7750289000105113,31.52349289995618,81.3311675998848
17.97371959988959,1.8831998999230564,63.57756179990247,15.724844800075516
22.55131459981203,1.5237201999407262,78.29975920007564,71.14539359998889
12.486635899869725,1.9845378999598324,106.6026105999481,37.138024899875745
12.869249099865556,2.8088644000235945,46.270734400022775,55.00855340017006
