2;2;2;2;2;2;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;w;0;0;0;0;w;0;3;0;w;0;0;0;0;0;0;w;0;0;0;0;w;0;0;0;0;0;w;0;0;0;w;0;0;0;0;w;0;0;0;0;w;0;0;0;0;w;0;0;0;0;w;0;0;0;w;0;0;0;0;0;0;0;0
2;2;2;2;2;2;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;w;0;0;0;0;w;0;0;0;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;0;0;0;w;0;0;0;w;w;w;w;w;w;w;w;w;w;w;w;0;0;0;0;0;0;0
2;2;2;2;2;2;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;w;0;0;0;0;w;0;0;0;w;0;0;0;0;0;0;w;0;0;0;0;w;0;0;0;0;0;w;0;0;0;w;0;0;0;0;w;0;0;0;0;w;0;0;w;0;w;0;0;0;0;w;0;0;0;w;0;0;0;0;0;0;0;0
2;2;2;2;2;2;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;w;w;w;w;w;w;w;w;w;w;w;0;0;0;0;0;w;0;0;0;0;w;0;0;0;0;w;w;w;0;0;w;0;0;0;0;w;0;0;0;0;w;0;0;w;0;w;0;0;0;0;w;0;0;0;w;0;0;0;0;0;0;0;0
2;2;2;2;2;2;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;w;0;0;0;0;w;0;0;0;0;0;0;0;0;0;0;w;0;0;0;0;w;0;0;w;0;0;w;0;0;0;w;0;0;0;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;0;0;w;0;0;0;0;0;0;0;0
2;2;2;2;2;2;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;w;0;0;0;0;w;0;0;0;0;0;0;0;0;0;0;w;0;0;0;0;w;0;0;w;0;0;w;0;0;0;w;0;0;0;0;w;0;0;0;0;w;0;0;w;0;w;0;0;0;0;w;0;0;0;w;0;0;0;0;0;0;0;0
2;2;2;2;2;2;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;w;0;0;0;0;w;0;0;0;0;0;0;0;0;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;0;0;0;w;0;0;0;0;w;0;0;0;0;w;0;0;0;w;0;0;0;0;0;0;0;0
2;2;2;2;2;2;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;w;0;0;0;0;w;0;0;w;0;0;w;0;0;0;w;0;0;0;0;w;0;0;0;w;w;w;w;0;0;w;0;0;0;w;w;w;w;w;w;w;w;w;w;w;0;0;0
2;2;2;2;2;2;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;w;0;w;0;0;0;0;0;0;0;0;0;0;w;0;0;0;0;0;0;0;0;w;0;0;0;0;w;0;0;0;0;0;0;0;0;0;w;0;0;0;0;w;0;0;0;0;w;0;0;0;0;w;0;0;0;0;w;0;0;0;w;0;0;0;0;0;0;0;0
2;2;2;2;2;2;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;0;0;w;0;w;0;0;0;0;0;0;0;0;0;0;w;0;0;0;0;0;0;0;0;w;0;0;0;0;w;0;0;0;0;0;0;0;0;0;0;0;0;0;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;0;0;0;0;0;0;0;0;0;3;3
2;2;2;2;2;2;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;w;w;w;w;0;0;0;0;0;0;0;0;0;0;w;0;0;0;0;0;0;0;0;w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;w;0;0;0;0;w;0;0;0;0;w;0;0;0;0;w;0;0;0;0;0;0;0;0;0;0;3;3
2;2;2;2;2;2;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;w;0;w;0;0;0;0;0;0;0;0;0;0;w;0;0;0;0;0;0;0;0;w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;w;0;0;0;0;0;0;0;0;0;w;0;0;0;0;w;0;0;0;0;0;0;0;0;0;0;3;3
2;2;2;2;2;2;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;w;0;w;0;0;0;0;0;0;0;0;0;0;w;0;3;0;0;0;0;0;0;w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;w;0;0;0;0;0;0;0;3;3;3;3;3
2;2;2;2;2;2;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;w;0;w;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;w;0;0;0;0;0;0;0;0;3;3;3;3
