3;3;3;3;3;3;0;0;0;0;0;0;0;3;3;3;3;0;0;0;0;0;0;0;w;0;0;0;w;0;0;0;0;0;0;0;w;0;w;0;0;0;0;0;0;0;0;0;w;0;0;0;0;0
3;3;3;3;3;3;0;0;0;0;0;3;3;3;3;3;3;3;3;0;0;0;0;0;w;0;0;0;w;0;0;0;0;0;0;0;w;0;w;0;0;0;0;0;w;0;0;0;w;0;0;0;0;0
3;3;3;3;3;3;0;0;0;0;0;3;3;3;3;3;3;3;3;3;0;0;0;0;w;0;0;0;w;0;0;0;0;0;0;0;w;0;w;0;0;w;0;0;w;0;0;0;w;0;0;0;0;0
3;3;3;3;3;3;0;0;0;0;0;3;3;3;3;3;3;3;3;0;0;0;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;0
3;3;3;3;3;3;0;w;0;3;3;3;3;3;3;3;3;3;3;3;0;0;0;0;w;0;0;0;w;0;0;0;0;0;0;0;w;0;w;0;0;w;0;0;w;0;0;0;w;0;0;0;0;0
3;3;3;3;3;3;0;w;0;0;0;0;3;3;3;3;3;3;3;3;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;0
3;3;3;3;3;w;w;w;w;w;w;w;3;w;3;3;3;3;3;3;0;0;0;0;w;0;0;0;w;0;0;0;0;0;0;0;w;0;w;0;0;w;0;0;w;0;0;0;w;0;0;0;0;0
3;3;3;3;3;3;0;w;0;0;0;0;3;3;3;3;3;3;w;0;0;0;0;0;w;0;0;0;w;0;0;0;0;0;0;0;w;0;w;0;0;w;0;0;0;0;0;0;w;0;0;0;0;0
3;3;3;3;3;3;0;w;0;0;0;0;0;3;3;0;0;0;w;0;0;0;0;0;w;0;0;0;w;0;0;0;w;0;0;0;w;0;w;0;0;0;0;0;0;0;0;0;w;0;0;0;0;0
3;3;3;3;3;3;0;w;0;0;0;0;0;0;0;0;0;0;w;0;0;0;0;0;w;0;0;0;w;0;0;0;w;0;0;0;w;0;w;0;0;0;0;0;0;0;w;w;w;w;w;w;w;0
3;3;3;3;3;3;0;w;0;0;0;0;0;0;0;0;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;0;0;0;0;0;0;0;w;0;0;0;0;0
3;3;3;3;3;3;0;w;0;0;0;0;0;0;0;0;0;0;w;0;0;0;0;0;w;0;0;0;w;0;0;0;w;0;0;0;w;0;w;0;0;0;0;0;0;0;0;0;w;0;0;0;0;0
3;3;3;3;3;3;0;w;0;0;w;0;0;0;0;0;0;0;w;0;0;0;0;0;w;0;0;0;w;0;0;0;w;0;0;0;w;0;w;0;0;0;0;0;0;0;0;0;w;0;0;0;0;0
3;3;3;3;3;3;0;w;0;0;w;0;0;0;0;0;0;0;w;0;0;0;0;0;w;0;0;0;w;0;w;w;w;w;w;w;w;w;w;w;w;0;0;0;0;0;0;0;w;0;0;0;0;0
3;3;3;3;3;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;w;0;0;w;0;0;0;w;0;0;0;w;0;0;0;w;0;w;0;0;0;0;0;0;0;0;0;w;0;0;0;0;0
3;3;3;3;3;3;0;w;0;0;w;0;0;0;0;0;0;0;w;0;0;0;0;0;w;0;0;0;w;0;0;0;w;0;0;0;w;0;0;0;0;0;w;0;0;0;0;0;w;0;0;0;0;0
3;3;3;3;3;3;0;w;0;0;w;0;0;0;0;0;0;0;w;0;0;0;0;0;w;0;0;0;w;0;0;0;0;0;0;0;w;0;0;0;0;w;w;w;w;w;0;0;w;0;0;0;0;0
3;3;3;3;3;3;0;w;0;0;w;0;0;0;0;0;0;0;3;3;3;0;0;0;w;0;0;0;w;0;0;0;0;0;0;0;w;0;0;0;0;0;w;0;0;0;0;0;w;0;0;0;0;0
3;3;3;3;3;3;0;0;0;0;w;0;0;0;0;0;0;0;3;3;3;3;3;w;w;w;w;w;w;w;w;w;w;w;w;0;0;0;0;0;0;0;w;0;0;0;0;0;w;0;0;0;0;0
3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;0;w;0;0;0;w;0;0;0;0;0;0;0;0;0;0;w;w;w;w;w;w;w;w;w;w;w;w;w;w;0
3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;0;0;0;w;0;0;0;w;0;0;0;0;0;0;0;0;0;0;0;0;0;w;0;0;0;0;0;w;0;0;0;0;0
3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;w;0;0;0;w;0;0;0;w;0;0;0;0;0;0;0;0;w;0;0;0;0;w;0;0;0;0;0;w;0;0;0;0;0
3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;w;0;0;0;w;0;0;0;w;0;0;0;0;0;0;0;0;w;0;0;0;0;0;0;0;0;0;0;w;0;0;0;0;0
3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;w;w;w;w;w;w;w;w;w;w;w;w;w;0;0;0;0;0;0;w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;w;0;0;0;w;0;0;0;w;0;0;0;0;0;0;0;0;w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;w;w;w;w;w;w;w;0;0;w;0;0;0;0;0;0;0;0;w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;w;0;0;0;w;0;0;0;w;0;0;0;0;0;0;0;0;w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;w;w;w;w;w;w;w;w;w;0;w;0;0;0;0;0;0;0;0;w;0;0;0;0;0;0;0;0;0;0;0;w;0;0;0;0
3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;w;0;0;0;w;0;0;0;w;0;0;0;0;w;0;0;0;w;0;0;0;0;0;0;0;w;w;w;w;w;w;w;w;0
