0;0;0;0;0;0;7;7;7;7;7;7;0;0;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;7;7;7;7;7;7;0;0;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;7;7;7;7;7;7;0;0;7;7;7;7;7;7;c;c;c;c;0;0;0;0;0;0;0;0;0;0;0;c;c;c;c;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;7;7;7;7;7;7;0;0;7;7;7;7;7;7;c;c;c;c;0;0;0;0;0;0;0;0;c;c;c;c;c;c;c;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;c;c;0;0;7;7;7;c;0;c;c;c;c;c;0;0;0;0;0;0;0;c;c;c;c;c;c;c;8;8;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;c;c;c;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;c;c;c;c;0;7;7;7;0;0;c;c;c;c;c;0;0;0;0;0;0;0;c;c;c;c;c;c;c;8;8;8;8;8;0;c;0;0;0;0;c;c;c;0;0;0;0;0;0;c;c;c;c;c;0;0;0;0
0;0;0;0;0;0;0;0;0;0;c;c;c;c;0;0;0;0;0;0;c;c;c;0;c;0;0;0;0;0;0;0;c;c;c;c;c;0;0;8;8;8;8;8;0;c;c;c;c;c;c;c;c;0;0;8;8;0;0;c;c;c;c;c;0;0;0;0
0;0;0;0;0;0;0;0;0;0;c;c;c;c;c;0;0;0;0;0;0;0;c;0;0;0;0;0;0;0;0;0;0;c;c;c;c;c;0;0;8;8;8;8;0;c;c;c;c;c;c;c;c;0;0;8;8;8;8;0;0;c;c;c;c;0;0;0
0;0;0;0;0;0;0;0;0;0;c;c;c;c;0;0;0;0;0;0;0;0;c;0;0;0;0;0;0;0;0;0;0;c;c;c;c;c;c;0;8;8;8;8;0;c;0;c;c;c;c;c;c;0;0;8;8;8;8;0;0;0;0;c;c;0;0;0
0;0;0;0;0;0;0;0;0;0;0;c;c;c;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;c;0;c;c;c;c;c;0;8;8;8;0;0;0;0;c;0;c;0;c;c;0;0;8;8;8;8;0;0;0;0;0;0;c;c;0
