Q;Q;Q;Q;Q;Q;P;P;P;0;0;0;0;0;0;0;Q;Q;Q;0;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q;Q;Q;Q;Q;Q;P;P;P;Q;Q;0;0;0;Q;Q;Q;Q;Q;0;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q;Q;Q;Q;Q;Q;Q;P;P;P;P;P;P;P;Q;Q;Q;Q;Q;0;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q;Q;Q;Q;Q;Q;Q;P;P;P;P;P;P;P;Q;Q;Q;Q;Q;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0
Q;Q;Q;Q;Q;Q;Q;P;P;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0
Q;Q;Q;Q;Q;Q;Q;P;P;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;P;P;P;P;0;0;0;0
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;P;P;P;P;P;P;0;0;0;0
Q;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;P;P;P;P;Q;0;0;0;0;0
0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;P;P;P;P;Q;Q;Q;Q;Q;Q
0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;P;P;Q;Q;Q;Q;Q;Q
0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;P;P;Q;Q;Q;Q;Q;Q
0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;P;P;Q;Q;Q;Q;Q;Q
0;0;P;P;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
0;0;P;P;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
P;P;P;P;P;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
P;P;P;P;P;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;P;P;P;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0
Q;Q;P;P;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;Q;Q;Q;Q;Q;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;Q;Q;Q;Q;Q;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;Q;Q;Q;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;P;P;0;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;P;P;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;Q;Q;Q;Q;Q;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;P;P;P;P;P;P;P;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;Q;Q;Q;Q;Q;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;P;P;P;P;P;P;P;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;Q;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;P;P;P;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;Q;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;P;P;P;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;Q;P;P;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;Q;P;P;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;Q;P;P;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;P;P;P;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;P;P;P;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;P;P;P;P;P;P;P;P;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;Q;P;P;P;P;P;P;P;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;Q;Q;Q;P;P;P;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q
Q;Q;Q;Q;Q;P;P;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;Q;Q;Q;Q;Q;Q
Q;Q;Q;Q;Q;P;P;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;Q;Q;Q;Q;Q;Q
0;0;Q;P;P;P;P;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;0;Q;Q;0;Q;Q;Q;Q;Q;Q
0;0;Q;P;P;P;P;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;0;Q;Q;0;Q;Q;Q;Q;Q;Q
0;0;0;P;P;P;P;Q;Q;Q;Q;Q;Q;Q;0;Q;Q;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;Q;Q;Q;Q;Q;Q
0;0;0;P;P;P;P;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;Q;Q;Q
0;0;0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;Q;Q;Q
0;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;Q;Q;Q;Q;0;0;0;0;0;0;0;0;0;0;Q;Q;Q
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;0;Q;Q;Q
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;Q;Q;Q;Q;Q;Q;0;0;0;0;Q;Q;Q;Q;Q;Q;Q
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;Q;Q;Q;Q;P;P;P;P;P;P;Q;Q;Q;Q;Q;Q;Q
Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;Q;0;0;0;0;0;0;0;Q;Q;Q;Q;P;P;P;P;P;P;P;Q;Q;Q;Q;Q;Q
