q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;q;q;q;q;q;q;q;v;q;q;q;q;q;v;q;v;v;v;v;v;v;v;v;v;v;v;v;v;v;q;q
q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;v;q;q;q;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q
q;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;v;v;v;v;v;v;v;v;v;v;v;v;v;q;q
q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;q;q;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;q;v;q;q;q;q;v;q;q;q;q;q;q;q;q
q;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;q;v;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;v;v;v;v;v;v;v;v;v;v;v;v;q;q
q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;q;q;v;q;q;v;q;q;q;q;q;q;q;q
q;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;q;q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;v;q;q;q;q;v;v;v;v;v;v;v;v;v;v;v;q;q
q;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;v;q;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;q;q;q;q;q;q;q;v;q;q;q;q;q
q;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;v;q;q;v;v;v;v;v;v;v;v;v;q;q
q;q;q;q;q;q;q;q;q;v;q;q;q;q;q;q;q;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;q;q;q;q;q;q;q;q;q;q;q
q;v;v;v;v;v;v;v;v;v;v;v;v;v;v;v;q;q;q;q;v;q;q;q;q;q;q;q;q;q;q;q;v;q;q;q;q;v;q;q;q;q;v;v;v;v;v;v;v;v;q;q
q;q;q;q;q;q;v;q;q;q;q;v;q;q;q;q;v;q;q;q;v;q;v;v;v;v;v;v;q;q;q;q;v;q;q;q;q;v;q;q;q;v;q;q;q;q;q;q;q;q;q;q
q;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;q
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q;q
