s;s;s;s;s;s;s;s;s;#;s;s;s;s;s;s;s;s;s;0;0;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;0;0;0;0;s;s;s
s;s;s;s;s;s;s;#;#;#;#;#;s;s;s;s;s;s;s;0;0;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;0;0;0;0;s;s;#
s;s;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;s;#;#
s;s;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;s;#;#
s;s;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#;#;#
s;s;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#;#;s
#;#;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;s;s;s
#;#;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;s;s;s
s;#;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;s;s;s
s;s;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;s;s;s
s;s;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;s;s;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;s;s;s
s;s;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;s;s;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;s;s;s
s;s;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;s;s;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;s;s;s
s;s;0;0;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;0;0;#;#;#;#;#;#;#;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
s;s;0;0;s;r;s;s;s;s;s;r;r;r;r;r;r;s;s;s;s;s;s;s;s;#;#;#;#;#;#;#;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
r;r;0;0;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;s;s;s;#;#;#;#;#;#;#;#;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
r;r;0;0;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;s;s;s;s;s;#;#;#;#;#;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;#;s;s;s
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;#;s;s;s
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;#;#;#;s;s
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;r;r;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;#;#;#;s;s
r;r;0;0;r;r;r;r;r;r;r;r;r;r;r;r;r;0;0;0;0;r;r;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;#;s;s
r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;0;0;0;r;r;s;s;s;s;s;s;s;s;s;s;s;s;#;#;#;#;#;s;s;s;s;s;s;s;s;s;s;s;s
r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;r;0;0;r;s;s;s;s;s;s;s;s;s;s;s;s;s;#;#;#;#;#;#;#;s;s;s;s;s;s;s;s;s;s
