1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 ^ ^ ^ ^ ^ 0 P 0 0 0 0 0 0 0 S 0 0 0 0 1
1 0 0 0 0 0 0 > 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 > < O B D D L 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 1 W R L B 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 1 F 1 F C > 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 1 R S R O S D 1 1 0 0 0 0 0 1
1 0 0 0 0 0 0 0 1 C F Q _ L L W O > 0 0 0 0 1
1 0 0 0 0 0 0 0 1 S 0 ^ 1 W < v 0 < R 0 0 0 1
1 0 0 0 0 0 0 0 1 1 0 0 D O < > C 1 R Q 0 0 1
1 0 0 0 0 0 0 0 1 1 0 0 O < v F < L W D O Q B
1 0 0 0 0 0 0 0 1 1 0 0 1 D S B W ^ < B ^ Q Q
1 0 0 0 0 0 0 0 1 1 0 0 0 _ 0 L O B _ v L _ 1
1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 < L B v > O C F
1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 _ ^ S _ R Q W
1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 ^ B _ Q 0 _ F
1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 v Q 1 L B <
1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 C _ C L B S
1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 1 C O B Q > Q
1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 Q _ < R L S
1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 O v W 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 ^ Q v < 0
1 0 0 0 0 0 < 0 0 0 0 0 0 0 1 0 1 1 1 ^ B < 0
1 0 0 0 0 0 < v v v v v v v v 0 0 0 0 1 ^ > ^
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 Q B
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 <
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 >
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 >
1 0 0 0 0 S 0 0 0 0 0 0 0 0 S 0 0 1 1 1 1 1 >
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 >
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 >
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 >
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 >
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 >
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 >
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 >
1 0 0 0 0 0 0 0 0 P 0 0 0 0 0 0 0 0 0 1 1 1 >
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 >
1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 >
